shipment_id,supplier_id,product_id,purchase_order_date,expected_delivery_date,actual_delivery_date,ordered_quantity,received_quantity,rejected_quantity,shipment_status
SHP-0000260,SUP-060,PRD-00282,2023-02-09,2023-02-21,2023-03-01,285,285,0,Delivered
SHP-0000261,SUP-043,PRD-00008,2022-04-06,2022-05-14,2022-05-14,1395,1395,0,Delivered
SHP-0000262,SUP-042,PRD-00373,2023-11-04,2023-12-18,2023-12-22,712,570,0,Partial
SHP-0000263,SUP-035,PRD-00811,2026-04-10,2026-04-18,2026-04-28,1319,1280,39,Delivered
SHP-0000264,SUP-049,PRD-00021,2026-05-06,2026-05-30,2026-06-18,1178,1178,0,Delivered
SHP-0000265,SUP-009,PRD-00243,2020-08-01,2020-08-07,2020-08-07,250,250,0,Delivered
SHP-0000266,SUP-009,PRD-00495,2020-07-19,2020-08-07,2020-08-07,1043,1043,0,Delivered
SHP-0000267,SUP-044,PRD-00175,2021-09-25,2021-10-12,2021-10-15,95,95,0,Delivered
SHP-0000268,SUP-060,PRD-00137,2025-08-03,2025-08-22,2025-08-22,58,57,1,Late
SHP-0000269,SUP-025,PRD-00554,2021-06-05,2021-06-22,2021-06-28,1390,1390,0,Delivered
SHP-0000270,SUP-021,PRD-00738,2025-09-15,2025-09-24,2025-10-13,914,914,0,Delivered
SHP-0000271,SUP-010,PRD-00572,2025-11-24,2026-01-31,2026-02-01,170,170,0,Late
SHP-0000272,SUP-013,PRD-00831,2021-09-24,2021-10-09,2021-10-16,788,788,0,Delivered
SHP-0000273,SUP-011,PRD-00391,2021-09-10,2021-09-25,2021-10-05,522,522,0,Delivered
SHP-0000274,SUP-058,PRD-00885,2021-10-06,2021-12-13,2021-12-15,438,438,0,Delivered
SHP-0000275,SUP-020,PRD-00579,2023-05-24,2023-06-01,2023-06-01,924,924,0,Delivered
SHP-0000276,SUP-057,PRD-00181,2021-08-24,2021-09-10,2021-09-10,221,221,0,Delivered
SHP-0000277,SUP-033,PRD-00051,2022-02-14,2022-04-07,2022-04-17,903,903,0,Delivered
SHP-0000278,SUP-040,PRD-00602,2024-07-28,2024-08-17,2024-08-19,591,574,17,Delivered
SHP-0000279,SUP-031,PRD-00234,2022-07-12,2022-08-16,2022-08-24,229,229,0,Delivered
SHP-0000280,SUP-063,PRD-00722,2023-08-22,2023-08-29,2023-08-30,1431,1431,0,Delivered
SHP-0000281,SUP-057,PRD-00100,2020-11-13,2020-11-24,2020-12-04,983,983,0,Delivered
SHP-0000282,SUP-004,PRD-00733,2022-01-25,2022-02-09,2022-02-18,334,331,3,Delivered
SHP-0000283,SUP-035,PRD-00328,2024-09-11,2024-09-28,2024-09-28,1235,1223,12,Delivered
SHP-0000284,SUP-059,PRD-00416,2025-01-10,2025-01-24,2025-01-24,724,724,0,Delivered
SHP-0000285,SUP-020,PRD-00543,2023-09-30,2023-11-21,2023-12-05,704,704,0,Delivered
SHP-0000286,SUP-016,PRD-00296,2025-09-02,2025-10-20,2025-10-26,285,283,2,Delivered
SHP-0000287,SUP-070,PRD-00708,2022-05-11,2022-06-01,2022-06-01,876,876,0,Delivered
SHP-0000288,SUP-033,PRD-00873,2024-09-12,2024-10-30,2024-11-08,957,870,0,Partial
SHP-0000289,SUP-035,PRD-00059,2022-07-20,2022-08-12,2022-08-12,1478,1478,0,Delivered
SHP-0000290,SUP-054,PRD-00828,2023-02-12,2023-02-28,2023-03-01,1087,1087,0,Delivered
SHP-0000291,SUP-014,PRD-00655,2020-11-07,2020-12-05,2020-12-05,1071,1071,0,Delivered
SHP-0000292,SUP-036,PRD-00711,2026-05-11,2026-05-22,2026-05-28,1300,1287,13,Late
SHP-0000293,SUP-031,PRD-00812,2023-01-06,2023-03-05,2023-03-05,484,470,14,Delivered
SHP-0000294,SUP-022,PRD-00770,2020-10-28,2020-11-09,2020-11-11,596,596,0,Delivered
SHP-0000295,SUP-037,PRD-00834,2023-12-19,2024-01-06,2024-01-14,686,686,0,Delivered
SHP-0000296,SUP-058,PRD-00158,2021-11-23,2022-01-01,2022-01-10,941,913,28,Delivered
SHP-0000297,SUP-008,PRD-00536,2021-04-30,2021-05-25,2021-05-25,1260,1260,0,Delivered
SHP-0000298,SUP-039,PRD-00079,2024-01-16,2024-01-26,2024-01-27,1429,1429,0,Late
SHP-0000299,SUP-070,PRD-00396,2026-08-11,2026-08-24,2026-08-24,1042,1042,0,Delivered
SHP-0000300,SUP-004,PRD-00440,2023-02-14,2023-03-09,2023-03-12,293,293,0,Delivered
SHP-0000301,SUP-013,PRD-00571,2025-06-21,2025-06-30,2025-06-30,246,244,2,Delivered
SHP-0000302,SUP-055,PRD-00044,2023-09-07,2023-10-18,2023-11-01,164,164,0,Delivered
SHP-0000303,SUP-067,PRD-00623,2025-06-30,2025-07-06,2025-07-19,1469,1469,0,Late
SHP-0000304,SUP-059,PRD-00774,2024-03-25,2024-04-10,2024-04-10,456,452,4,Late
SHP-0000305,SUP-039,PRD-00854,2021-12-21,2022-01-10,2022-01-10,1158,1147,11,Delivered
SHP-0000306,SUP-004,PRD-00440,2025-05-31,2025-06-14,2025-06-26,1181,1181,0,Delivered
SHP-0000307,SUP-006,PRD-00005,2020-02-28,2020-03-18,2020-03-18,1137,1103,34,Delivered
SHP-0000308,SUP-068,PRD-00193,2023-01-23,2023-02-05,2023-02-15,1082,1050,32,Delivered
SHP-0000309,SUP-006,PRD-00592,2023-10-27,2023-11-16,2023-11-24,546,530,16,Delivered
SHP-0000310,SUP-050,PRD-00588,2020-04-26,2020-06-03,2020-06-20,843,843,0,Delivered
SHP-0000311,SUP-049,PRD-00369,2023-06-14,2023-07-03,2023-07-03,1107,1107,0,Delivered
SHP-0000312,SUP-010,PRD-00727,2025-04-11,2025-04-28,2025-04-28,443,439,4,Late
SHP-0000313,SUP-048,PRD-00779,2026-03-06,2026-03-19,2026-03-24,658,658,0,Delivered
SHP-0000314,SUP-051,PRD-00734,2025-03-20,2025-03-28,2025-03-28,316,316,0,Delivered
SHP-0000315,SUP-017,PRD-00113,2022-07-17,2022-08-07,2022-08-07,1137,1103,34,Delivered
SHP-0000316,SUP-056,PRD-00429,2026-04-24,2026-05-27,2026-05-27,108,108,0,Late
SHP-0000317,SUP-049,PRD-00761,2022-01-06,2022-01-23,2022-02-02,770,747,23,Delivered
SHP-0000318,SUP-041,PRD-00229,2020-04-06,2020-06-04,2020-06-09,560,516,44,Delivered
SHP-0000319,SUP-040,PRD-00211,2024-02-09,2024-02-28,2024-03-14,946,946,0,Late
SHP-0000320,SUP-060,PRD-00884,2026-07-03,2026-07-24,2026-07-30,776,776,0,Delivered
SHP-0000321,SUP-029,PRD-00642,2025-06-09,2025-06-29,2025-07-15,234,234,0,Delivered
SHP-0000322,SUP-016,PRD-00819,2024-07-22,2024-09-26,2024-09-26,1091,1059,32,Delivered
SHP-0000323,SUP-047,PRD-00832,2023-06-29,2023-07-31,2023-08-04,1446,1432,14,Delivered
SHP-0000324,SUP-031,PRD-00234,2020-04-06,2020-06-10,2020-06-21,1251,1214,37,Delivered
SHP-0000325,SUP-060,PRD-00285,2024-04-01,2024-04-08,2024-04-11,311,311,0,Delivered
SHP-0000326,SUP-066,PRD-00804,2025-06-29,2025-09-01,2025-09-09,561,556,5,Delivered
SHP-0000327,SUP-058,PRD-00060,2026-04-02,2026-04-21,2026-04-21,454,441,13,Delivered
SHP-0000328,SUP-067,PRD-00686,2023-01-12,2023-02-05,2023-02-05,1449,1449,0,Delivered
SHP-0000329,SUP-055,PRD-00044,2020-02-08,2020-04-10,2020-04-11,69,69,0,Delivered
SHP-0000330,SUP-042,PRD-00472,2025-07-17,2025-08-12,2025-08-15,123,123,0,Delivered
SHP-0000331,SUP-062,PRD-00772,2024-01-31,2024-03-18,2024-03-18,1448,1448,0,Delivered
SHP-0000332,SUP-027,PRD-00462,2023-11-19,2023-12-01,2023-12-01,705,698,7,Delivered
SHP-0000333,SUP-025,PRD-00288,2021-12-16,2022-02-18,2022-02-18,710,710,0,Delivered
SHP-0000334,SUP-030,PRD-00766,2026-02-17,2026-03-11,2026-03-18,1286,1274,12,Late
SHP-0000335,SUP-040,PRD-00269,2024-01-09,2024-02-01,2024-02-06,1068,983,85,Late
SHP-0000336,SUP-030,PRD-00131,2020-08-23,2020-09-06,2020-09-06,830,830,0,Delivered
SHP-0000337,SUP-048,PRD-00147,2020-03-01,2020-03-22,2020-03-22,490,486,4,Late
SHP-0000338,SUP-015,PRD-00445,2025-04-03,2025-04-26,2025-04-26,1376,1376,0,Delivered
SHP-0000339,SUP-024,PRD-00403,2025-02-04,2025-02-28,2025-02-28,603,603,0,Delivered
SHP-0000340,SUP-029,PRD-00647,2026-05-17,2026-05-28,2026-05-28,472,472,0,Delivered
SHP-0000341,SUP-023,PRD-00351,2025-08-15,2025-10-03,2025-10-03,539,539,0,Delivered
SHP-0000342,SUP-007,PRD-00491,2023-02-15,2023-02-22,2023-03-03,1491,1447,44,Delivered
SHP-0000343,SUP-016,PRD-00296,2025-03-07,2025-04-30,2025-05-04,1469,991,0,Partial
SHP-0000344,SUP-012,PRD-00150,2024-07-22,2024-08-08,2024-08-10,909,909,0,Delivered
SHP-0000345,SUP-020,PRD-00199,2024-11-25,2024-12-20,2024-12-20,850,842,8,Delivered
SHP-0000346,SUP-031,PRD-00678,2021-05-16,2021-06-07,2021-06-07,444,444,0,Delivered
SHP-0000347,SUP-066,PRD-00245,2022-01-08,2022-02-01,2022-02-05,1198,1198,0,Late
SHP-0000348,SUP-040,PRD-00530,2023-03-17,2023-03-26,2023-04-05,1334,1334,0,Delivered
SHP-0000349,SUP-048,PRD-00448,2022-01-11,2022-01-31,2022-02-02,1106,1106,0,Delivered
SHP-0000350,SUP-031,PRD-00822,2020-06-19,2020-07-25,,1254,990,0,Partial
SHP-0000351,SUP-002,PRD-00056,2020-08-10,2020-09-23,2020-10-06,902,902,0,Late
SHP-0000352,SUP-017,PRD-00272,2026-07-30,2026-08-12,2026-08-12,255,253,2,Delivered
SHP-0000353,SUP-020,PRD-00425,2020-05-30,2020-07-03,2020-07-12,1195,1195,0,Delivered
SHP-0000354,SUP-027,PRD-00758,2024-11-12,2024-11-29,2024-11-29,120,120,0,Delivered
SHP-0000355,SUP-068,PRD-00193,2021-10-10,2021-10-22,2021-11-05,550,550,0,Delivered
SHP-0000356,SUP-052,PRD-00439,2024-04-29,2024-05-13,2024-05-13,1442,1442,0,Delivered
SHP-0000357,SUP-059,PRD-00329,2024-03-09,2024-03-29,2024-04-12,289,254,20,Partial
SHP-0000358,SUP-028,PRD-00471,2021-11-03,2021-11-10,2021-11-13,1187,975,29,Partial
SHP-0000359,SUP-010,PRD-00126,2024-09-25,2024-10-19,2024-11-04,112,111,1,Delivered
SHP-0000360,SUP-049,PRD-00405,2023-05-12,2023-05-24,2023-05-26,392,392,0,Delivered
SHP-0000361,SUP-052,PRD-00497,2020-11-06,2020-11-18,2020-11-21,344,344,0,Delivered
SHP-0000362,SUP-063,PRD-00343,2021-03-19,2021-03-26,2021-03-28,767,767,0,Delivered
SHP-0000363,SUP-005,PRD-00564,2024-11-01,2024-11-07,2024-11-17,375,375,0,Delivered
SHP-0000364,SUP-061,PRD-00589,2021-03-22,2021-04-11,2021-04-20,1055,1055,0,Delivered
SHP-0000365,SUP-055,PRD-00002,2025-08-15,2025-08-25,2025-08-29,956,956,0,Delivered
SHP-0000366,SUP-064,PRD-00413,2025-06-02,2025-07-15,2025-07-15,256,214,2,Partial
SHP-0000367,SUP-042,PRD-00342,2023-10-03,2023-11-01,2023-11-06,1098,1098,0,Delivered
SHP-0000368,SUP-048,PRD-00202,2024-03-02,2024-03-15,2024-03-15,1323,1323,0,Late
SHP-0000369,SUP-021,PRD-00083,2024-11-28,2025-01-28,2025-02-03,1448,1434,14,Late
SHP-0000370,SUP-005,PRD-00306,2024-05-30,2024-06-08,2024-06-08,919,919,0,Delivered
SHP-0000371,SUP-043,PRD-00418,2024-08-21,2024-09-07,2024-09-07,1111,1078,33,Delivered
SHP-0000372,SUP-056,PRD-00429,2024-07-03,2024-08-15,2024-08-15,838,830,8,Late
SHP-0000373,SUP-056,PRD-00429,2024-07-23,2024-08-28,2024-08-28,829,805,24,Delivered
SHP-0000374,SUP-056,PRD-00856,2020-08-25,2020-09-01,2020-09-03,1155,1155,0,Delivered
SHP-0000375,SUP-039,PRD-00022,2025-01-20,2025-02-06,2025-02-10,606,600,6,Late
SHP-0000376,SUP-038,PRD-00718,2022-05-01,2022-05-25,2022-06-15,1323,1323,0,Delivered
SHP-0000377,SUP-057,PRD-00218,2021-11-08,2021-11-14,2021-11-18,214,212,2,Delivered
SHP-0000378,SUP-032,PRD-00845,2024-04-06,2024-05-03,2024-05-07,192,192,0,Delivered
SHP-0000379,SUP-032,PRD-00151,2026-01-07,2026-03-05,2026-03-06,79,77,2,Late
SHP-0000380,SUP-044,PRD-00165,2020-09-11,2020-09-28,2020-10-08,805,805,0,Delivered
SHP-0000381,SUP-036,PRD-00254,2020-12-19,2021-01-24,2021-01-24,124,115,9,Delivered
SHP-0000382,SUP-040,PRD-00201,2024-01-06,2024-01-27,2024-02-04,114,114,0,Delivered
SHP-0000383,SUP-031,PRD-00678,2022-03-10,2022-05-04,2022-05-06,1054,1054,0,Late
SHP-0000384,SUP-066,PRD-00723,2026-04-01,2026-05-14,2026-05-25,746,724,22,Delivered
SHP-0000385,SUP-051,PRD-00734,2021-01-30,2021-02-14,2021-02-16,927,927,0,Delivered
SHP-0000386,SUP-031,PRD-00064,2025-03-09,2025-05-06,2025-05-06,305,305,0,Delivered
SHP-0000387,SUP-013,PRD-00890,2025-01-23,2025-02-15,2025-03-02,1479,1479,0,Delivered
SHP-0000388,SUP-001,PRD-00479,2021-11-15,2021-12-02,2021-12-02,968,968,0,Delivered
SHP-0000389,SUP-004,PRD-00440,2024-05-23,2024-06-09,2024-06-14,996,996,0,Late
SHP-0000390,SUP-054,PRD-00706,2022-05-06,2022-05-12,2022-05-22,774,774,0,Delivered
SHP-0000391,SUP-015,PRD-00433,2021-10-08,2021-10-25,2021-11-05,347,344,3,Delivered
SHP-0000392,SUP-019,PRD-00593,2021-03-08,2021-03-21,2021-03-21,1294,1294,0,Delivered
SHP-0000393,SUP-070,PRD-00850,2025-04-07,2025-04-25,2025-04-25,1137,905,0,Partial
SHP-0000394,SUP-022,PRD-00836,2024-05-03,2024-05-11,2024-05-11,682,682,0,Delivered
SHP-0000395,SUP-010,PRD-00572,2020-07-11,2020-09-09,2020-09-13,349,339,10,Delivered
SHP-0000396,SUP-026,PRD-00799,2024-04-13,2024-05-06,2024-05-10,224,218,6,Late
SHP-0000397,SUP-064,PRD-00517,2025-02-28,2025-03-13,2025-03-25,1443,1429,14,Late
SHP-0000398,SUP-019,PRD-00532,2025-11-17,2025-11-25,2025-11-25,488,488,0,Delivered
SHP-0000399,SUP-027,PRD-00520,2023-01-15,2023-01-23,2023-01-29,820,796,24,Late
SHP-0000400,SUP-051,PRD-00401,2025-08-16,2025-09-08,2025-09-08,431,427,4,Delivered
SHP-0000401,SUP-046,PRD-00756,2021-12-09,2022-01-02,2022-01-02,424,420,4,Delivered
SHP-0000402,SUP-023,PRD-00123,2020-04-23,2020-05-08,2020-05-08,156,156,0,Delivered
SHP-0000403,SUP-012,PRD-00150,2020-12-08,2020-12-31,2021-01-13,821,554,0,Partial
SHP-0000404,SUP-055,PRD-00160,2022-01-24,2022-03-30,2022-03-30,1448,1434,14,Delivered
SHP-0000405,SUP-035,PRD-00247,2021-03-25,2021-04-16,2021-04-20,378,378,0,Delivered
SHP-0000406,SUP-006,PRD-00143,2022-07-03,2022-07-19,2022-07-30,189,188,1,Late
SHP-0000407,SUP-023,PRD-00777,2025-03-22,2025-05-13,2025-05-13,242,242,0,Delivered
SHP-0000408,SUP-062,PRD-00547,2021-12-31,2022-01-21,2022-01-24,378,378,0,Delivered
SHP-0000409,SUP-070,PRD-00708,2025-01-15,2025-01-21,2025-01-23,913,913,0,Delivered
SHP-0000410,SUP-002,PRD-00130,2023-06-10,2023-07-03,2023-07-03,1198,1198,0,Late
SHP-0000411,SUP-050,PRD-00548,2020-04-11,2020-04-25,2020-04-29,784,761,23,Delivered
SHP-0000412,SUP-039,PRD-00108,2022-01-11,2022-01-19,2022-01-19,676,670,6,Delivered
SHP-0000413,SUP-039,PRD-00398,2024-10-29,2024-11-15,2024-11-18,180,180,0,Delivered
SHP-0000414,SUP-036,PRD-00254,2023-06-24,2023-07-01,2023-07-01,153,153,0,Delivered
SHP-0000415,SUP-049,PRD-00484,2026-07-05,2026-07-18,2026-07-22,1071,1071,0,Late
SHP-0000416,SUP-001,PRD-00084,2022-01-04,2022-01-27,2022-02-01,478,440,38,Delivered
SHP-0000417,SUP-008,PRD-00169,2021-06-13,2021-06-26,2021-06-26,713,692,21,Delivered
SHP-0000418,SUP-034,PRD-00613,2025-02-07,2025-02-15,2025-02-18,61,61,0,Late
SHP-0000419,SUP-042,PRD-00098,2023-07-24,2023-08-11,2023-08-11,692,692,0,Late
SHP-0000420,SUP-012,PRD-00732,2025-05-21,2025-05-27,2025-05-27,692,692,0,Delivered
SHP-0000421,SUP-051,PRD-00417,2020-10-02,2020-10-20,2020-10-24,1358,1250,108,Delivered
SHP-0000422,SUP-039,PRD-00302,2026-06-12,2026-06-22,2026-06-22,1454,1440,14,Delivered
SHP-0000423,SUP-034,PRD-00793,2025-07-20,2025-08-01,2025-08-05,549,549,0,Delivered
SHP-0000424,SUP-037,PRD-00313,2025-07-26,2025-08-05,2025-08-19,673,673,0,Delivered
SHP-0000425,SUP-060,PRD-00203,2020-10-22,2020-10-30,2020-10-30,1334,1334,0,Delivered
SHP-0000426,SUP-044,PRD-00208,2022-09-01,2022-09-09,2022-09-09,647,647,0,Delivered
SHP-0000427,SUP-064,PRD-00249,2024-01-27,2024-03-14,2024-03-14,1020,1020,0,Delivered
SHP-0000428,SUP-065,PRD-00387,2024-04-24,2024-05-02,2024-05-02,208,208,0,Delivered
SHP-0000429,SUP-031,PRD-00234,2024-01-15,2024-02-28,2024-03-08,1156,1145,11,Delivered
SHP-0000430,SUP-034,PRD-00045,2024-07-09,2024-07-19,2024-07-19,1475,1461,14,Late
SHP-0000431,SUP-013,PRD-00375,2025-08-13,2025-08-19,2025-08-29,70,61,0,Partial
SHP-0000432,SUP-026,PRD-00688,2021-12-29,2022-01-05,2022-01-06,157,157,0,Delivered
SHP-0000433,SUP-046,PRD-00171,2024-01-19,2024-02-11,2024-02-27,696,690,6,Late
SHP-0000434,SUP-065,PRD-00019,2023-06-01,2023-08-08,2023-08-20,744,737,7,Delivered
SHP-0000435,SUP-066,PRD-00533,2025-10-07,2025-10-21,2025-10-25,1482,1482,0,Delivered
SHP-0000436,SUP-064,PRD-00506,2025-10-06,2025-12-11,2025-12-20,368,368,0,Delivered
SHP-0000437,SUP-057,PRD-00218,2024-01-24,2024-02-01,2024-02-05,79,79,0,Late
SHP-0000438,SUP-067,PRD-00058,2021-03-02,2021-03-12,2021-03-15,398,395,3,Delivered
SHP-0000439,SUP-057,PRD-00264,2024-12-25,2025-01-11,2025-01-17,871,871,0,Late
SHP-0000440,SUP-036,PRD-00798,2022-11-15,2023-01-18,2023-01-18,960,960,0,Delivered
SHP-0000441,SUP-038,PRD-00072,2021-06-26,2021-07-08,2021-07-08,684,684,0,Delivered
SHP-0000442,SUP-044,PRD-00208,2023-01-22,2023-02-03,2023-02-03,322,319,3,Delivered
SHP-0000443,SUP-010,PRD-00512,2024-09-14,2024-10-24,2024-10-24,924,924,0,Delivered
SHP-0000444,SUP-007,PRD-00291,2024-02-25,2024-03-24,2024-03-24,1453,1453,0,Delivered
SHP-0000445,SUP-067,PRD-00686,2025-01-26,2025-02-11,2025-02-12,1450,1450,0,Delivered
SHP-0000446,SUP-054,PRD-00227,2023-01-23,2023-01-30,2023-02-02,51,50,1,Delivered
SHP-0000447,SUP-010,PRD-00731,2022-07-09,2022-09-11,2022-09-20,1377,1377,0,Delivered
SHP-0000448,SUP-039,PRD-00446,2023-07-02,2023-07-26,2023-07-26,1221,1185,36,Delivered
SHP-0000449,SUP-064,PRD-00198,2020-03-20,2020-05-29,2020-05-29,942,914,28,Delivered
SHP-0000450,SUP-031,PRD-00155,2024-10-02,2024-10-15,2024-10-25,120,120,0,Delivered
SHP-0000451,SUP-069,PRD-00043,2025-11-08,2025-12-01,2025-12-05,772,772,0,Delivered
SHP-0000452,SUP-009,PRD-00442,2021-10-14,2021-12-26,2021-12-26,1204,1192,12,Delivered
SHP-0000453,SUP-027,PRD-00784,2020-12-06,2020-12-25,2020-12-26,127,127,0,Delivered
SHP-0000454,SUP-045,PRD-00182,2021-09-02,2021-10-21,2021-10-21,1369,1270,12,Partial
SHP-0000455,SUP-050,PRD-00106,2025-05-22,2025-05-28,2025-06-06,747,747,0,Delivered
SHP-0000456,SUP-022,PRD-00024,2024-05-12,2024-05-30,2024-05-30,830,830,0,Late
SHP-0000457,SUP-058,PRD-00032,2023-02-04,2023-02-27,2023-02-27,1344,1344,0,Late
SHP-0000458,SUP-061,PRD-00853,2024-10-26,2024-11-08,2024-11-13,674,674,0,Delivered
SHP-0000459,SUP-067,PRD-00686,2022-04-06,2022-04-17,2022-04-17,424,424,0,Delivered
SHP-0000460,SUP-057,PRD-00248,2021-04-27,2021-05-02,2021-05-02,1312,1312,0,Delivered
SHP-0000461,SUP-006,PRD-00278,2021-11-21,2021-12-02,2021-12-04,205,205,0,Delivered
SHP-0000462,SUP-018,PRD-00267,2025-01-06,2025-01-13,2025-01-13,1213,1116,97,Delivered
SHP-0000463,SUP-030,PRD-00864,2023-05-03,2023-05-20,2023-05-20,238,238,0,Delivered
SHP-0000464,SUP-049,PRD-00350,2025-12-27,2026-01-14,2026-01-15,136,126,10,Delivered
SHP-0000465,SUP-067,PRD-00776,2020-09-28,2020-10-13,2020-10-13,965,965,0,Delivered
SHP-0000466,SUP-041,PRD-00451,2020-10-25,2020-12-03,2020-12-03,267,267,0,Late
SHP-0000467,SUP-057,PRD-00870,2020-02-26,2020-03-03,2020-03-03,1240,1203,37,Delivered
SHP-0000468,SUP-043,PRD-00209,2023-06-06,2023-07-13,2023-07-16,688,688,0,Delivered
SHP-0000469,SUP-055,PRD-00002,2023-07-06,2023-07-24,2023-07-24,109,106,3,Delivered
SHP-0000470,SUP-070,PRD-00358,2024-09-24,2024-10-11,2024-10-19,1080,1070,10,Delivered
SHP-0000471,SUP-034,PRD-00311,2022-08-13,2022-08-27,2022-08-27,1264,1163,101,Delivered
SHP-0000472,SUP-038,PRD-00718,2026-01-03,2026-01-18,2026-01-18,691,691,0,Late
SHP-0000473,SUP-039,PRD-00446,2024-03-26,2024-04-16,2024-04-17,1243,1243,0,Delivered
SHP-0000474,SUP-063,PRD-00895,2021-11-23,2021-12-07,,1440,975,0,Partial
SHP-0000475,SUP-069,PRD-00749,2023-05-30,2023-06-04,2023-06-07,1296,1296,0,Delivered
SHP-0000476,SUP-022,PRD-00191,2020-05-10,2020-06-02,2020-06-09,666,666,0,Delivered
SHP-0000477,SUP-062,PRD-00426,2025-01-05,2025-01-23,2025-02-06,1121,1110,11,Late
SHP-0000478,SUP-002,PRD-00820,2025-05-23,2025-07-11,2025-07-28,1048,1048,0,Delivered
SHP-0000479,SUP-036,PRD-00599,2022-12-14,2023-01-21,2023-01-31,1078,1078,0,Delivered
SHP-0000480,SUP-016,PRD-00730,2022-07-01,2022-08-20,2022-08-31,649,649,0,Delivered
SHP-0000481,SUP-063,PRD-00343,2025-04-01,2025-04-23,2025-04-30,765,765,0,Delivered
SHP-0000482,SUP-064,PRD-00565,2021-10-30,2021-11-07,2021-11-10,296,296,0,Late
SHP-0000483,SUP-010,PRD-00086,2020-02-29,2020-04-30,2020-04-30,699,699,0,Delivered
SHP-0000484,SUP-034,PRD-00045,2023-10-31,2023-11-17,2023-11-17,877,869,8,Delivered
SHP-0000485,SUP-054,PRD-00625,2024-05-28,2024-06-19,2024-06-20,1307,1307,0,Delivered
SHP-0000486,SUP-010,PRD-00482,2021-04-11,2021-06-21,2021-06-29,1490,1490,0,Delivered
SHP-0000487,SUP-038,PRD-00860,2024-11-01,2024-11-19,2024-11-19,546,530,16,Delivered
SHP-0000488,SUP-046,PRD-00428,2021-11-07,2021-11-19,2021-11-19,53,53,0,Delivered
SHP-0000489,SUP-026,PRD-00697,2023-10-09,2023-10-29,2023-10-29,776,776,0,Delivered
SHP-0000490,SUP-054,PRD-00037,2023-08-07,2023-08-21,2023-08-24,499,499,0,Delivered
SHP-0000491,SUP-012,PRD-00092,2022-04-09,2022-04-16,2022-04-16,999,999,0,Delivered
SHP-0000492,SUP-041,PRD-00451,2024-08-29,2024-09-11,2024-09-11,213,213,0,Delivered
SHP-0000493,SUP-046,PRD-00879,2023-09-06,2023-09-26,2023-10-04,1052,1021,31,Delivered
SHP-0000494,SUP-008,PRD-00038,2022-03-28,2022-04-15,2022-04-21,1406,1406,0,Delivered
SHP-0000495,SUP-047,PRD-00266,2021-07-24,2021-08-18,2021-08-18,125,125,0,Delivered
SHP-0000496,SUP-068,PRD-00893,2021-04-22,2021-05-12,2021-05-26,390,387,3,Delivered
SHP-0000497,SUP-014,PRD-00528,2025-01-09,2025-03-11,2025-03-14,643,637,6,Delivered
SHP-0000498,SUP-034,PRD-00793,2023-11-01,2023-11-13,2023-11-13,783,783,0,Delivered
SHP-0000499,SUP-029,PRD-00762,2026-03-12,2026-04-04,2026-04-04,1137,1126,11,Delivered
SHP-0000500,SUP-038,PRD-00860,2021-08-27,2021-09-09,2021-09-09,526,526,0,Delivered
SHP-0000501,SUP-017,PRD-00817,2020-08-03,2020-08-08,2020-08-08,169,169,0,Delivered
SHP-0000502,SUP-042,PRD-00098,2023-11-05,2023-11-22,2023-11-28,949,940,9,Delivered
SHP-0000503,SUP-058,PRD-00252,2025-02-02,2025-02-26,2025-02-26,1277,1265,12,Delivered
SHP-0000504,SUP-010,PRD-00803,2020-11-13,2020-12-19,2020-12-31,1299,1287,12,Delivered
SHP-0000505,SUP-048,PRD-00202,2022-08-03,2022-08-20,2022-08-21,178,177,1,Delivered
SHP-0000506,SUP-003,PRD-00377,2026-03-03,2026-04-29,2026-05-06,432,432,0,Delivered
SHP-0000507,SUP-068,PRD-00238,2023-07-13,2023-08-05,2023-08-05,128,90,0,Partial
SHP-0000508,SUP-049,PRD-00369,2025-08-26,2025-09-16,2025-09-16,634,634,0,Delivered
SHP-0000509,SUP-068,PRD-00559,2021-06-17,2021-06-26,2021-06-26,1204,1204,0,Delivered
SHP-0000510,SUP-012,PRD-00150,2024-02-10,2024-02-16,2024-02-16,543,543,0,Late
SHP-0000511,SUP-018,PRD-00603,2023-07-24,2023-07-30,2023-08-14,839,839,0,Delivered
SHP-0000512,SUP-057,PRD-00317,2026-07-09,2026-08-02,2026-08-07,174,169,5,Late
SHP-0000513,SUP-040,PRD-00211,2026-05-06,2026-05-24,2026-06-06,916,916,0,Delivered
SHP-0000514,SUP-007,PRD-00862,2020-01-31,2020-03-11,2020-03-20,521,390,0,Partial
SHP-0000515,SUP-013,PRD-00321,2024-10-16,2024-10-27,2024-10-27,1138,1138,0,Delivered
SHP-0000516,SUP-040,PRD-00201,2023-07-28,2023-08-11,2023-08-12,507,507,0,Delivered
SHP-0000517,SUP-004,PRD-00733,2020-10-20,2020-11-08,2020-11-08,1333,1333,0,Delivered
SHP-0000518,SUP-013,PRD-00144,2020-08-01,2020-08-07,2020-08-07,1271,1271,0,Delivered
SHP-0000519,SUP-021,PRD-00576,2025-11-20,2026-01-13,2026-01-13,504,504,0,Delivered
SHP-0000520,SUP-054,PRD-00227,2022-12-27,2023-01-03,2023-01-04,684,684,0,Delivered
