ticket_id,customer_id,opened_at,closed_at,issue_type,channel,priority,agent_id,resolution_status,satisfaction_score
TKT-0000217,CUS-007380,2024-05-15 23:00:00,2024-05-20 16:00:00,Technical,Store,Medium,AGT-312,Resolved,5.0
TKT-0000218,CUS-007958,2025-11-28 00:00:00,2025-11-30 08:00:00,Promotion,Social,High,AGT-054,Resolved,3.0
TKT-0000219,CUS-008247,2022-09-01 15:00:00,2022-09-06 01:00:00,Payment,Email,Medium,AGT-070,Resolved,
TKT-0000220,CUS-003975,2022-08-16 22:00:00,2022-08-18 15:00:00,Returns,Chat,Medium,AGT-158,Resolved,
TKT-0000221,CUS-011053,2025-11-24 23:00:00,2025-11-26 13:00:00,Product Quality,Store,Medium,AGT-295,Resolved,4.0
TKT-0000222,CUS-007835,2026-05-13 17:00:00,2026-05-14 01:00:00,Product Quality,Email,Medium,AGT-257,Resolved,
TKT-0000223,CUS-011055,2026-05-17 04:00:00,2026-05-20 14:00:00,Account,Email,Medium,AGT-100,Resolved,5.0
TKT-0000224,CUS-008288,2021-11-07 12:00:00,2021-11-09 11:00:00,Product Quality,Store,High,AGT-291,Resolved,4.0
TKT-0000225,CUS-011527,2022-01-07 13:00:00,,Technical,Email,Medium,AGT-159,Open,
TKT-0000226,CUS-000211,2025-11-03 22:00:00,2025-11-06 01:00:00,Delivery,Chat,Low,AGT-039,Resolved,2.0
TKT-0000227,CUS-000073,2024-08-08 03:00:00,2024-08-09 15:00:00,Promotion,Social,Medium,AGT-058,Resolved,
TKT-0000228,CUS-011491,2020-03-22 06:00:00,2020-03-22 11:00:00,Product Quality,Email,Medium,AGT-322,Closed,
TKT-0000229,CUS-008293,2024-11-22 11:00:00,2024-11-25 14:00:00,Returns,Email,Low,AGT-285,Resolved,
TKT-0000230,CUS-007460,2024-02-19 00:00:00,2024-02-23 03:00:00,Returns,Social,Medium,AGT-025,Resolved,4.0
TKT-0000231,CUS-005128,2023-05-16 10:00:00,2023-05-19 09:00:00,Promotion,Phone,Medium,AGT-304,Resolved,5.0
TKT-0000232,CUS-010458,2020-12-16 06:00:00,2020-12-17 19:00:00,Returns,Store,High,AGT-320,Resolved,3.0
TKT-0000233,CUS-008108,2020-11-28 01:00:00,2020-11-28 14:00:00,Delivery,Phone,Medium,AGT-068,Resolved,
TKT-0000234,CUS-002434,2022-10-11 16:00:00,2022-10-12 07:00:00,Delivery,Social,Medium,AGT-211,Resolved,5.0
TKT-0000235,CUS-006295,2021-05-18 16:00:00,2021-05-20 11:00:00,Account,Email,Medium,AGT-076,Closed,5.0
TKT-0000236,CUS-000605,2026-07-18 21:00:00,2026-07-23 16:00:00,Payment,Store,Medium,AGT-140,Resolved,4.0
TKT-0000237,CUS-009756,2024-09-02 05:00:00,2024-09-05 12:00:00,Product Quality,Email,Medium,AGT-322,Closed,
TKT-0000238,CUS-011043,2026-07-19 06:00:00,2026-07-19 15:00:00,Returns,Email,High,AGT-125,Closed,
TKT-0000239,CUS-008008,2021-09-14 11:00:00,2021-09-16 23:00:00,Technical,Email,Medium,AGT-342,Closed,5.0
TKT-0000240,CUS-005449,2026-01-28 22:00:00,2026-02-01 04:00:00,Payment,Social,Low,AGT-098,Closed,1.0
TKT-0000241,CUS-002006,2025-05-31 17:00:00,2025-06-01 06:00:00,Product Quality,Phone,Low,AGT-224,Resolved,5.0
TKT-0000242,CUS-010307,2026-04-18 03:00:00,2026-04-21 03:00:00,Returns,Email,High,AGT-308,Resolved,3.0
TKT-0000243,CUS-008868,2020-10-29 02:00:00,2020-11-03 01:00:00,Returns,Chat,High,AGT-003,Resolved,3.0
TKT-0000244,CUS-007675,2025-02-02 09:00:00,2025-02-05 01:00:00,Product Quality,Email,Medium,AGT-019,Resolved,4.0
TKT-0000245,CUS-002733,2022-08-26 00:00:00,,Product Quality,Email,High,AGT-091,Open,
TKT-0000246,CUS-008842,2021-06-24 19:00:00,2021-06-25 11:00:00,Returns,Store,Low,AGT-167,Resolved,
TKT-0000247,CUS-004734,2021-05-24 06:00:00,2021-05-27 14:00:00,Returns,Social,Low,AGT-119,Resolved,
TKT-0000248,CUS-004183,2021-05-20 21:00:00,2021-05-25 19:00:00,Delivery,Social,Low,AGT-332,Resolved,4.0
TKT-0000249,CUS-004287,2022-10-26 15:00:00,2022-10-28 07:00:00,Delivery,Chat,Low,AGT-044,Resolved,5.0
TKT-0000250,CUS-000589,2025-02-22 17:00:00,2025-02-26 11:00:00,Technical,Social,Medium,AGT-148,Resolved,1.0
TKT-0000251,CUS-004176,2022-04-22 11:00:00,2022-04-23 05:00:00,Delivery,Social,Critical,AGT-268,Resolved,5.0
TKT-0000252,CUS-009981,2022-03-11 08:00:00,2022-03-16 06:00:00,Returns,Chat,Medium,AGT-020,Resolved,5.0
TKT-0000253,CUS-000174,2021-08-25 20:00:00,2021-08-29 06:00:00,Technical,Social,Medium,AGT-149,Resolved,1.0
TKT-0000254,CUS-003261,2024-06-19 12:00:00,2024-06-19 14:00:00,Delivery,Email,Medium,AGT-243,Resolved,
TKT-0000255,CUS-001527,2023-04-23 14:00:00,2023-04-25 06:00:00,Payment,Email,Medium,AGT-178,Resolved,5.0
TKT-0000256,CUS-001380,2024-08-02 04:00:00,2024-08-05 20:00:00,Returns,Store,High,AGT-110,Resolved,5.0
TKT-0000257,CUS-001727,2022-02-19 22:00:00,2022-02-22 15:00:00,Delivery,Phone,Critical,AGT-082,Resolved,
TKT-0000258,CUS-002818,2025-02-13 09:00:00,2025-02-17 15:00:00,Account,Store,High,AGT-130,Resolved,
TKT-0000259,CUS-004823,2022-09-25 21:00:00,2022-09-28 17:00:00,Technical,Email,Medium,AGT-037,Resolved,
TKT-0000260,CUS-011552,2026-04-30 20:00:00,,Account,Phone,Low,AGT-336,Open,
TKT-0000261,CUS-001289,2022-03-11 11:00:00,2022-03-12 22:00:00,Payment,Store,Medium,AGT-277,Resolved,5.0
TKT-0000262,CUS-002538,2024-10-31 09:00:00,2024-11-02 13:00:00,Account,Social,Medium,AGT-093,Resolved,
TKT-0000263,CUS-006008,2023-07-20 10:00:00,2023-07-23 16:00:00,Technical,Phone,Medium,AGT-042,Resolved,5.0
TKT-0000264,CUS-009891,2023-06-21 18:00:00,2023-06-21 21:00:00,Account,Email,High,AGT-163,Resolved,5.0
TKT-0000265,CUS-007390,2025-01-08 19:00:00,2025-01-11 19:00:00,Delivery,Email,Medium,AGT-330,Closed,
TKT-0000266,CUS-005434,2026-01-11 14:00:00,2026-01-11 20:00:00,Product Quality,Email,Medium,AGT-149,Resolved,3.0
TKT-0000267,CUS-002225,2020-09-27 02:00:00,,Returns,Email,Medium,AGT-334,Open,
TKT-0000268,CUS-005467,2025-10-27 15:00:00,,Account,Store,Low,AGT-124,Open,
TKT-0000269,CUS-008899,2021-12-02 13:00:00,,Delivery,Chat,High,AGT-146,Open,
TKT-0000270,CUS-004057,2022-03-30 18:00:00,2022-04-02 17:00:00,Payment,Store,Low,AGT-252,Closed,
TKT-0000271,CUS-003461,2021-11-18 06:00:00,,Returns,Chat,Low,AGT-275,Open,
TKT-0000272,CUS-009801,2021-01-11 18:00:00,2021-01-13 14:00:00,Delivery,Phone,Medium,AGT-292,Resolved,
TKT-0000273,CUS-001340,2022-09-16 06:00:00,2022-09-20 14:00:00,Delivery,Store,Medium,AGT-052,Resolved,
TKT-0000274,CUS-009865,2021-01-16 20:00:00,2021-01-20 09:00:00,Delivery,Chat,Low,AGT-109,Resolved,
TKT-0000275,CUS-000395,2022-03-06 18:00:00,2022-03-07 20:00:00,Returns,Store,Low,AGT-142,Resolved,5.0
TKT-0000276,CUS-006768,2026-01-26 04:00:00,2026-01-30 11:00:00,Delivery,Phone,Low,AGT-003,Resolved,
TKT-0000277,CUS-010616,2021-04-25 04:00:00,2021-04-27 11:00:00,Promotion,Store,Low,AGT-141,Resolved,
TKT-0000278,CUS-009264,2023-07-24 20:00:00,2023-07-25 00:00:00,Delivery,Chat,Medium,AGT-300,Resolved,
TKT-0000279,CUS-005579,2026-02-16 15:00:00,2026-02-19 12:00:00,Delivery,Social,Medium,AGT-302,Resolved,
TKT-0000280,CUS-003753,2022-08-03 13:00:00,2022-08-06 05:00:00,Returns,Store,Medium,AGT-254,Resolved,3.0
TKT-0000281,CUS-000582,2022-10-24 08:00:00,2022-10-26 17:00:00,Technical,Phone,Low,AGT-173,Resolved,
TKT-0000282,CUS-010892,2023-09-13 03:00:00,2023-09-14 17:00:00,Product Quality,Phone,Medium,AGT-177,Resolved,5.0
TKT-0000283,CUS-000110,2026-06-12 04:00:00,2026-06-15 15:00:00,Product Quality,Chat,Medium,AGT-212,Resolved,5.0
TKT-0000284,CUS-001901,2020-11-29 05:00:00,,Returns,Chat,Low,AGT-078,Open,
TKT-0000285,CUS-011312,2024-08-02 20:00:00,2024-08-06 16:00:00,Technical,Chat,Medium,AGT-042,Resolved,1.0
TKT-0000286,CUS-002796,2026-06-16 14:00:00,2026-06-18 23:00:00,Payment,Email,Low,AGT-350,Resolved,
TKT-0000287,CUS-003259,2020-10-26 21:00:00,2020-10-27 20:00:00,Promotion,Store,High,AGT-086,Resolved,
TKT-0000288,CUS-001164,2021-12-30 23:00:00,2022-01-01 17:00:00,Technical,Store,Medium,AGT-300,Closed,2.0
TKT-0000289,CUS-006259,2025-07-09 01:00:00,2025-07-11 12:00:00,Returns,Chat,Medium,AGT-183,Resolved,3.0
TKT-0000290,CUS-001526,2022-03-16 01:00:00,2022-03-19 16:00:00,Account,Chat,Medium,AGT-168,Resolved,4.0
TKT-0000291,CUS-002383,2022-01-25 03:00:00,,Delivery,Email,High,AGT-006,Open,
TKT-0000292,CUS-006419,2024-03-06 09:00:00,2024-03-06 22:00:00,Returns,Email,Low,AGT-050,Resolved,
TKT-0000293,CUS-003939,2025-06-25 01:00:00,2025-06-29 14:00:00,Payment,Chat,Low,AGT-036,Resolved,5.0
TKT-0000294,CUS-007670,2021-09-24 02:00:00,2021-09-27 19:00:00,Returns,Phone,Medium,AGT-314,Resolved,3.0
TKT-0000295,CUS-010063,2024-04-24 16:00:00,2024-04-27 04:00:00,Account,Phone,High,AGT-121,Resolved,
TKT-0000296,CUS-009477,2021-07-26 00:00:00,2021-07-28 16:00:00,Delivery,Social,Medium,AGT-292,Resolved,
TKT-0000297,CUS-003233,2024-02-13 01:00:00,,Returns,Email,Critical,AGT-176,Open,
TKT-0000298,CUS-003083,2023-10-18 22:00:00,2023-10-20 14:00:00,Payment,Store,Low,AGT-153,Resolved,
TKT-0000299,CUS-002777,2024-07-23 17:00:00,2024-07-27 00:00:00,Payment,Social,Critical,AGT-119,Closed,
TKT-0000300,CUS-000684,2024-07-28 21:00:00,2024-08-02 16:00:00,Returns,Store,High,AGT-256,Resolved,4.0
TKT-0000301,CUS-003575,2022-11-12 07:00:00,2022-11-17 00:00:00,Delivery,Email,Low,AGT-297,Resolved,5.0
TKT-0000302,CUS-002926,2020-05-06 21:00:00,2020-05-08 06:00:00,Payment,Store,Medium,AGT-245,Closed,1.0
TKT-0000303,CUS-011730,2020-12-30 22:00:00,2021-01-03 21:00:00,Technical,Phone,Low,AGT-047,Resolved,3.0
TKT-0000304,CUS-007507,2023-06-26 14:00:00,,Delivery,Store,Low,AGT-115,Open,
TKT-0000305,CUS-003802,2023-03-08 21:00:00,2023-03-13 08:00:00,Payment,Email,High,AGT-323,Closed,3.0
TKT-0000306,CUS-010094,2025-11-09 19:00:00,2025-11-13 03:00:00,Returns,Phone,Low,AGT-032,Resolved,5.0
TKT-0000307,CUS-004148,2026-02-28 20:00:00,2026-03-05 02:00:00,Account,Email,Critical,AGT-174,Resolved,5.0
TKT-0000308,CUS-006860,2024-02-18 13:00:00,2024-02-21 16:00:00,Returns,Store,Low,AGT-309,Resolved,
TKT-0000309,CUS-003634,2023-02-03 10:00:00,2023-02-08 04:00:00,Returns,Social,Medium,AGT-063,Resolved,
TKT-0000310,CUS-006636,2021-08-11 11:00:00,2021-08-16 02:00:00,Promotion,Phone,Medium,AGT-162,Resolved,
TKT-0000311,CUS-006202,2024-08-10 11:00:00,2024-08-14 03:00:00,Promotion,Store,Low,AGT-114,Resolved,1.0
TKT-0000312,CUS-001003,2022-09-05 16:00:00,2022-09-07 06:00:00,Returns,Email,Medium,AGT-147,Resolved,5.0
TKT-0000313,CUS-007835,2022-12-21 20:00:00,2022-12-25 17:00:00,Returns,Social,Low,AGT-166,Resolved,3.0
TKT-0000314,CUS-003739,2023-06-01 04:00:00,2023-06-01 10:00:00,Promotion,Store,High,AGT-302,Resolved,
TKT-0000315,CUS-010286,2024-04-14 23:00:00,2024-04-17 22:00:00,Delivery,Chat,Low,AGT-166,Resolved,4.0
TKT-0000316,CUS-005314,2024-07-29 02:00:00,2024-08-01 04:00:00,Delivery,Phone,Critical,AGT-031,Resolved,5.0
TKT-0000317,CUS-005135,2021-01-25 00:00:00,2021-01-25 01:00:00,Payment,Phone,Medium,AGT-043,Resolved,2.0
TKT-0000318,CUS-011723,2026-01-04 17:00:00,2026-01-08 19:00:00,Product Quality,Email,Medium,AGT-025,Resolved,5.0
TKT-0000319,CUS-011010,2024-11-13 15:00:00,2024-11-14 20:00:00,Returns,Email,Medium,AGT-170,Resolved,3.0
TKT-0000320,CUS-001449,2026-04-08 06:00:00,2026-04-09 16:00:00,Promotion,Store,Medium,AGT-318,Resolved,
TKT-0000321,CUS-008488,2024-08-22 01:00:00,2024-08-25 04:00:00,Account,Phone,Medium,AGT-072,Resolved,3.0
TKT-0000322,CUS-003047,2021-12-16 13:00:00,,Product Quality,Social,Low,AGT-325,Open,
TKT-0000323,CUS-009078,2024-03-26 07:00:00,2024-03-29 00:00:00,Product Quality,Store,Medium,AGT-110,Resolved,
TKT-0000324,CUS-010172,2025-10-03 16:00:00,2025-10-06 18:00:00,Returns,Email,Medium,AGT-088,Resolved,4.0
TKT-0000325,CUS-001176,2026-01-08 06:00:00,2026-01-10 03:00:00,Delivery,Chat,Medium,AGT-061,Resolved,
TKT-0000326,CUS-010079,2024-05-09 17:00:00,2024-05-13 20:00:00,Delivery,Chat,Low,AGT-222,Resolved,4.0
TKT-0000327,CUS-005658,2023-07-13 00:00:00,2023-07-17 07:00:00,Delivery,Email,Low,AGT-089,Resolved,4.0
TKT-0000328,CUS-002401,2026-06-29 21:00:00,2026-07-04 06:00:00,Promotion,Social,High,AGT-126,Closed,
TKT-0000329,CUS-000805,2021-03-25 04:00:00,,Delivery,Phone,Medium,AGT-197,Open,
TKT-0000330,CUS-011096,2025-05-23 08:00:00,2025-05-26 01:00:00,Payment,Chat,High,AGT-035,Resolved,
TKT-0000331,CUS-011080,2022-06-17 04:00:00,2022-06-19 18:00:00,Returns,Phone,Low,AGT-200,Resolved,5.0
TKT-0000332,CUS-004898,2026-02-13 03:00:00,2026-02-18 00:00:00,Payment,Phone,Medium,AGT-338,Resolved,3.0
TKT-0000333,CUS-006865,2021-08-03 21:00:00,,Delivery,Chat,High,AGT-057,Open,
TKT-0000334,CUS-010905,2021-08-11 03:00:00,2021-08-13 16:00:00,Payment,Chat,Medium,AGT-344,Resolved,
TKT-0000335,CUS-000614,2022-07-08 08:00:00,2022-07-09 23:00:00,Delivery,Social,High,AGT-272,Closed,
TKT-0000336,CUS-000516,2022-04-11 18:00:00,2022-04-12 05:00:00,Payment,Store,Medium,AGT-131,Resolved,
TKT-0000337,CUS-011482,2020-10-07 15:00:00,2020-10-08 18:00:00,Returns,Store,Medium,AGT-111,Resolved,
TKT-0000338,CUS-001958,2021-07-04 09:00:00,2021-07-06 03:00:00,Promotion,Store,High,AGT-250,Resolved,5.0
TKT-0000339,CUS-010535,2025-07-13 17:00:00,2025-07-14 12:00:00,Account,Store,Low,AGT-053,Resolved,5.0
TKT-0000340,CUS-001019,2024-01-27 17:00:00,2024-02-01 12:00:00,Technical,Phone,Medium,AGT-108,Closed,1.0
TKT-0000341,CUS-005014,2023-02-03 17:00:00,2023-02-07 12:00:00,Delivery,Store,Medium,AGT-217,Resolved,1.0
TKT-0000342,CUS-007249,2024-12-18 19:00:00,2024-12-21 17:00:00,Delivery,Chat,High,AGT-299,Closed,
TKT-0000343,CUS-001804,2024-10-24 08:00:00,2024-10-29 01:00:00,Technical,Store,Low,AGT-322,Resolved,5.0
TKT-0000344,CUS-000735,2024-04-03 04:00:00,2024-04-05 08:00:00,Delivery,Phone,High,AGT-179,Resolved,3.0
TKT-0000345,CUS-008645,2023-04-22 07:00:00,,Payment,Phone,Low,AGT-117,Open,
TKT-0000346,CUS-004991,2021-12-28 00:00:00,2021-12-31 12:00:00,Payment,Email,Medium,AGT-142,Resolved,3.0
TKT-0000347,CUS-000366,2024-12-08 10:00:00,2024-12-08 23:00:00,Payment,Chat,Medium,AGT-095,Resolved,
TKT-0000348,CUS-003296,2024-03-21 14:00:00,2024-03-23 03:00:00,Account,Store,Critical,AGT-211,Resolved,4.0
TKT-0000349,CUS-007493,2023-11-12 05:00:00,2023-11-16 14:00:00,Payment,Store,Medium,AGT-022,Resolved,5.0
TKT-0000350,CUS-000528,2025-06-26 19:00:00,2025-06-29 12:00:00,Delivery,Chat,High,AGT-304,Resolved,5.0
TKT-0000351,CUS-009919,2020-06-04 08:00:00,2020-06-04 10:00:00,Delivery,Store,Medium,AGT-250,Resolved,4.0
TKT-0000352,CUS-000770,2021-09-03 21:00:00,2021-09-06 13:00:00,Product Quality,Chat,Low,AGT-110,Resolved,
TKT-0000353,CUS-005297,2022-05-03 16:00:00,2022-05-08 00:00:00,Delivery,Phone,Low,AGT-153,Resolved,
TKT-0000354,CUS-002888,2024-03-18 21:00:00,2024-03-22 20:00:00,Technical,Email,Medium,AGT-150,Resolved,
TKT-0000355,CUS-010561,2024-01-27 11:00:00,2024-02-01 03:00:00,Delivery,Email,Low,AGT-141,Resolved,4.0
TKT-0000356,CUS-007175,2020-03-06 01:00:00,,Delivery,Phone,Low,AGT-348,Open,
TKT-0000357,CUS-002530,2024-04-14 20:00:00,2024-04-19 09:00:00,Delivery,Chat,High,AGT-041,Resolved,4.0
TKT-0000358,CUS-006215,2021-04-04 04:00:00,2021-04-06 11:00:00,Delivery,Email,Low,AGT-102,Resolved,4.0
TKT-0000359,CUS-009657,2024-11-20 16:00:00,,Payment,Store,Medium,AGT-342,Open,
TKT-0000360,CUS-008012,2020-08-02 02:00:00,2020-08-06 19:00:00,Delivery,Phone,Medium,AGT-158,Resolved,
TKT-0000361,CUS-003338,2023-04-03 14:00:00,,Promotion,Chat,Medium,AGT-128,Open,
TKT-0000362,CUS-009957,2024-04-04 17:00:00,2024-04-06 21:00:00,Returns,Social,Critical,AGT-327,Closed,
TKT-0000363,CUS-000836,2025-12-12 08:00:00,2025-12-12 21:00:00,Product Quality,Phone,Low,AGT-162,Resolved,
TKT-0000364,CUS-009571,2024-02-05 01:00:00,2024-02-08 03:00:00,Delivery,Social,Critical,AGT-314,Resolved,5.0
TKT-0000365,CUS-000753,2024-03-15 12:00:00,2024-03-15 18:00:00,Product Quality,Social,High,AGT-203,Resolved,
TKT-0000366,CUS-005350,2023-07-04 04:00:00,2023-07-05 17:00:00,Delivery,Store,High,AGT-066,Resolved,1.0
TKT-0000367,CUS-003617,2020-01-08 05:00:00,2020-01-10 20:00:00,Delivery,Social,Low,AGT-230,Resolved,5.0
TKT-0000368,CUS-009946,2026-04-09 11:00:00,2026-04-11 08:00:00,Technical,Email,Medium,AGT-291,Resolved,
TKT-0000369,CUS-007824,2023-09-24 01:00:00,2023-09-27 09:00:00,Product Quality,Email,Medium,AGT-196,Resolved,2.0
TKT-0000370,CUS-005363,2025-08-08 16:00:00,2025-08-12 20:00:00,Technical,Phone,Medium,AGT-314,Resolved,3.0
TKT-0000371,CUS-009471,2022-01-16 03:00:00,2022-01-19 11:00:00,Product Quality,Store,Low,AGT-309,Resolved,5.0
TKT-0000372,CUS-009328,2025-12-23 03:00:00,2025-12-23 20:00:00,Technical,Store,Low,AGT-190,Resolved,5.0
TKT-0000373,CUS-011812,2021-05-01 14:00:00,2021-05-05 12:00:00,Delivery,Phone,Low,AGT-309,Resolved,
TKT-0000374,CUS-001575,2020-12-08 20:00:00,2020-12-09 09:00:00,Delivery,Store,Low,AGT-123,Resolved,4.0
TKT-0000375,CUS-005646,2023-10-19 14:00:00,2023-10-23 05:00:00,Returns,Phone,Low,AGT-027,Closed,3.0
TKT-0000376,CUS-009282,2024-08-30 23:00:00,2024-09-02 04:00:00,Technical,Social,Low,AGT-144,Resolved,
TKT-0000377,CUS-000458,2021-04-26 09:00:00,2021-04-29 20:00:00,Delivery,Chat,Medium,AGT-219,Resolved,
TKT-0000378,CUS-006867,2024-06-29 03:00:00,2024-07-03 05:00:00,Delivery,Chat,Medium,AGT-044,Resolved,4.0
TKT-0000379,CUS-009224,2025-06-06 21:00:00,2025-06-08 00:00:00,Account,Email,High,AGT-242,Closed,
TKT-0000380,CUS-001298,2020-05-05 16:00:00,2020-05-07 03:00:00,Promotion,Store,Medium,AGT-058,Closed,3.0
TKT-0000381,CUS-004384,2025-08-18 14:00:00,2025-08-20 07:00:00,Returns,Social,Low,AGT-257,Closed,
TKT-0000382,CUS-006819,2020-07-06 02:00:00,2020-07-09 00:00:00,Account,Phone,Low,AGT-244,Resolved,4.0
TKT-0000383,CUS-005857,2021-01-19 15:00:00,,Delivery,Email,Medium,AGT-350,Open,
TKT-0000384,CUS-007389,2025-03-18 19:00:00,2025-03-20 05:00:00,Delivery,Email,Medium,AGT-147,Resolved,
TKT-0000385,CUS-006299,2021-05-07 01:00:00,2021-05-09 17:00:00,Delivery,Store,Low,AGT-113,Resolved,3.0
TKT-0000386,CUS-009688,2024-04-20 02:00:00,2024-04-23 00:00:00,Account,Chat,Low,AGT-200,Resolved,1.0
TKT-0000387,CUS-001685,2021-02-01 10:00:00,2021-02-05 18:00:00,Returns,Social,Medium,AGT-102,Resolved,
TKT-0000388,CUS-000965,2022-09-09 15:00:00,2022-09-12 13:00:00,Returns,Email,Low,AGT-083,Closed,3.0
TKT-0000389,CUS-009162,2023-02-06 02:00:00,2023-02-07 13:00:00,Returns,Social,Low,AGT-321,Closed,5.0
TKT-0000390,CUS-005861,2023-04-09 06:00:00,2023-04-10 13:00:00,Returns,Store,High,AGT-230,Resolved,
TKT-0000391,CUS-005079,2020-08-27 11:00:00,2020-08-31 17:00:00,Returns,Email,Medium,AGT-224,Resolved,
TKT-0000392,CUS-005168,2021-11-17 01:00:00,2021-11-17 17:00:00,Payment,Social,Low,AGT-078,Closed,
TKT-0000393,CUS-007994,2026-05-10 01:00:00,,Promotion,Chat,High,AGT-109,Open,
TKT-0000394,CUS-008251,2025-10-25 04:00:00,2025-10-29 04:00:00,Product Quality,Phone,Critical,AGT-137,Resolved,
TKT-0000395,CUS-002639,2022-03-27 21:00:00,2022-03-30 05:00:00,Technical,Chat,Low,AGT-148,Resolved,
TKT-0000396,CUS-004281,2023-07-30 18:00:00,2023-08-04 11:00:00,Delivery,Phone,Medium,AGT-303,Resolved,4.0
TKT-0000397,CUS-007691,2025-09-05 05:00:00,2025-09-07 10:00:00,Delivery,Social,Medium,AGT-299,Resolved,
TKT-0000398,CUS-007418,2023-06-27 23:00:00,2023-07-02 22:00:00,Returns,Phone,Medium,AGT-132,Resolved,3.0
TKT-0000399,CUS-004839,2023-09-04 21:00:00,2023-09-09 11:00:00,Promotion,Social,Low,AGT-223,Resolved,
TKT-0000400,CUS-007513,2021-12-20 07:00:00,2021-12-23 01:00:00,Promotion,Phone,Low,AGT-326,Resolved,3.0
TKT-0000401,CUS-008516,2025-08-27 18:00:00,2025-08-29 00:00:00,Technical,Phone,Medium,AGT-016,Closed,5.0
TKT-0000402,CUS-012000,2023-10-14 07:00:00,2023-10-14 15:00:00,Delivery,Email,Low,AGT-021,Resolved,
TKT-0000403,CUS-010941,2025-11-20 06:00:00,,Returns,Chat,Medium,AGT-092,Open,
TKT-0000404,CUS-001884,2020-10-19 17:00:00,,Promotion,Email,Medium,AGT-328,Open,
TKT-0000405,CUS-000802,2023-05-13 19:00:00,2023-05-18 15:00:00,Payment,Email,Medium,AGT-241,Resolved,
TKT-0000406,CUS-011250,2024-08-28 06:00:00,2024-08-31 03:00:00,Product Quality ,Store,Medium,AGT-174,Resolved,
TKT-0000407,CUS-002174,2021-02-22 09:00:00,2021-02-24 09:00:00,Payment,Chat,Medium,AGT-252,Resolved,4.0
TKT-0000408,CUS-009310,2023-09-01 14:00:00,,Technical,Email,High,AGT-208,Open,
TKT-0000409,CUS-008593,2022-01-20 14:00:00,2022-01-21 11:00:00,Product Quality,Phone,Low,AGT-350,Resolved,2.0
TKT-0000410,CUS-004645,2023-07-13 15:00:00,2023-07-15 01:00:00,Promotion,Email,Medium,AGT-144,Resolved,
TKT-0000411,CUS-005122,2022-08-18 05:00:00,2022-08-18 16:00:00,Delivery,Chat,Medium,AGT-260,Resolved,5.0
TKT-0000412,CUS-004456,2020-08-19 08:00:00,,Account ,Social,Low,AGT-143,Open,
TKT-0000413,CUS-000817,2023-05-23 17:00:00,2023-05-27 14:00:00,Product Quality,Email,High,AGT-294,Resolved,5.0
TKT-0000414,CUS-004597,2020-11-01 09:00:00,2020-11-03 01:00:00,Delivery,Store,Medium,AGT-149,Resolved,
TKT-0000415,CUS-011357,2025-05-03 01:00:00,2025-05-04 12:00:00,Product Quality,Phone,Medium,AGT-106,Resolved,4.0
TKT-0000416,CUS-006921,2025-02-23 22:00:00,2025-02-26 01:00:00,Product Quality,Social,Medium,AGT-153,Resolved,1.0
TKT-0000417,CUS-005034,2024-03-09 06:00:00,2024-03-13 02:00:00,Delivery,Social,Low,AGT-062,Closed,
TKT-0000418,CUS-007370,2021-07-02 22:00:00,2021-07-03 21:00:00,Account,Store,High,AGT-027,Resolved,5.0
TKT-0000419,CUS-009847,2024-01-09 19:00:00,2024-01-12 18:00:00,Returns,Chat,Medium,AGT-027,Closed,4.0
TKT-0000420,CUS-007411,2026-07-27 19:00:00,2026-07-31 08:00:00,Returns,Social,Low,AGT-155,Resolved,
TKT-0000421,CUS-009946,2022-09-29 20:00:00,2022-10-04 06:00:00,Delivery,Phone,Low,AGT-339,Resolved,
TKT-0000422,CUS-010062,2025-08-18 20:00:00,2025-08-19 15:00:00,Technical,Phone,High,AGT-064,Resolved,5.0
TKT-0000423,CUS-003843,2023-11-03 16:00:00,2023-11-08 03:00:00,Payment,Chat,Medium,AGT-102,Resolved,5.0
TKT-0000424,CUS-000654,2024-11-02 05:00:00,2024-11-07 02:00:00,Returns,Email,Medium,AGT-082,Resolved,
TKT-0000425,CUS-007519,2023-04-09 17:00:00,2023-04-13 13:00:00,Returns,Store,Medium,AGT-179,Resolved,5.0
TKT-0000426,CUS-004623,2026-06-15 15:00:00,2026-06-15 22:00:00,Technical,Social,Low,AGT-183,Resolved,5.0
TKT-0000427,CUS-005447,2021-07-13 23:00:00,2021-07-17 06:00:00,Product Quality,Email,Medium,AGT-170,Resolved,5.0
TKT-0000428,CUS-009427,2025-07-17 08:00:00,2025-07-17 12:00:00,Promotion,Chat,Medium,AGT-237,Resolved,3.0
TKT-0000429,CUS-006362,2025-07-30 12:00:00,2025-08-01 14:00:00,Account,Store,Low,AGT-210,Resolved,2.0
TKT-0000430,CUS-006223,2025-06-07 23:00:00,2025-06-09 18:00:00,Delivery,Email,Low,AGT-269,Resolved,
TKT-0000431,CUS-006941,2023-06-03 02:00:00,2023-06-05 13:00:00,Returns,Chat,Low,AGT-187,Resolved,
TKT-0000432,CUS-003651,2025-11-20 11:00:00,2025-11-22 09:00:00,Delivery,Store,Medium,AGT-033,Closed,
TKT-0000433,CUS-011577,2026-06-19 00:00:00,2026-06-19 18:00:00,Returns,Email,Low,AGT-077,Resolved,5.0
