order_id,customer_id,order_date,channel,store_id,fulfillment_method,order_status,payment_method,gross_order_value,discount_amount,shipping_fee,tax_amount
ORD-00000232,CUS-008312,2021-03-27,Store,STR-031,In Store,Completed,Buy Now Pay Later,154.44,0.0,0.0,23.17
ORD-00000233,CUS-001387,2024-10-28,Mobile,,Click & Collect,Completed,EFT,408.98,25.2,0.0,57.57
ORD-00000234,CUS-006992,2022-09-05,Store,STR-041,In Store,Completed,Card,91.92,9.19,0.0,12.41
ORD-00000235,CUS-000591,2025-05-29,Store,STR-044,In Store,Completed,Cash,120.3,0.0,0.0,18.04
ORD-00000236,CUS-002839,2022-03-19,Website,,Home Delivery,Completed,Buy Now Pay Later,180.05,0.0,49.0,27.01
ORD-00000237,CUS-005514,2025-04-08,Store,STR-048,In Store,Completed,Buy Now Pay Later,215.88,0.0,0.0,32.38
ORD-00000238,CUS-011413,2025-11-25,Store,STR-035,In Store,Completed,Digital Wallet,250.4,0.0,0.0,37.56
ORD-00000239,CUS-003255,2022-03-06,Store,STR-015,In Store,Cancelled,EFT,64.4,0.0,0.0,9.66
ORD-00000240,CUS-003332,2023-06-29,Store,STR-030,In Store,Completed,Digital Wallet,369.91,8.03,0.0,54.28
ORD-00000241,CUS-007630,2023-07-29,Store,STR-018,In Store,Completed,Cash,416.76,0.0,0.0,62.51
ORD-00000242,CUS-000245,2025-11-02,Store,STR-023,In Store,Completed,Digital Wallet,72.76,0.0,0.0,10.91
ORD-00000243,CUS-002099,2022-07-01,Website,,Home Delivery,Completed,Digital Wallet,47.01,5.8,49.0,6.18
ORD-00000244,CUS-003473,2022-07-31,Marketplace,,Home Delivery,Completed,Buy Now Pay Later,69.44,20.83,69.0,7.29
ORD-00000245,CUS-001103,2025-03-02,Website,,Home  Delivery,Completed,Cash,269.23,0.0,89.0,40.38
ORD-00000246,CUS-010247,2026-01-15,Store,STR-008,In Store,Completed,Digital Wallet,547.41,54.74,0.0,73.9
ORD-00000247,CUS-008122,2020-03-09,Store,STR-028,In Store,Completed,Buy Now Pay Later,76.72,0.0,0.0,11.51
ORD-00000248,CUS-005746,2020-06-23,Website,,Click & Collect,Completed,Cash,163.18,9.68,0.0,23.02
ORD-00000249,CUS-000165,2026-03-21,Website,,Click & Collect,Completed,EFT,161.24,18.93,0.0,21.35
ORD-00000250,CUS-011649,2022-12-20,Store,STR-050,In Store,Completed,Digital Wallet,204.78,0.0,0.0,30.72
ORD-00000251,CUS-009993,2023-09-22,Mobile,,Home Delivery,Completed,EFT,346.58000000000004,21.21,69.0,48.81
ORD-00000252,CUS-000131,2026-01-02,Store,STR-037,In Store,Pending,Buy Now Pay Later,192.65,0.0,0.0,28.9
ORD-00000253,CUS-009421,2022-08-24,Store,STR-022,In Store,Completed,Card,39.39,5.91,0.0,5.02
ORD-00000254,CUS-001028,2022-12-30,Store,STR-026,In Store,Completed,Digital Wallet,283.4,0.0,0.0,42.51
ORD-00000255,CUS-008084,2025-08-24,Website,,Click & Collect,Completed,Cash,48.02,0.0,0.0,7.2
ORD-00000256,CUS-004510,2024-11-18,Store,STR-036,In Store,Cancelled,Card,119.32,0.0,0.0,17.9
ORD-00000257,,2024-08-15,Marketplace,,Courier,Completed,Cash,639.26,37.71,0.0,90.23
ORD-00000258,CUS-001309,2022-05-28,Store,STR-023,In Store,Completed,Cash,58.41,8.76,0.0,7.45
ORD-00000259,CUS-007011,2024-09-04,Store,STR-012,In Store,Completed,Cash,46.83,9.37,0.0,5.62
ORD-00000260,CUS-010747,2025-07-11,Website,,Click & Collect,Completed,EFT,206.85,0.0,0.0,31.03
ORD-00000261,CUS-007032,2026-01-31,Store,STR-048,In Store,Completed,Digital Wallet,187.12,0.0,0.0,28.07
ORD-00000262,CUS-001256,2024-03-16,Website,,Home Delivery,Completed,Cash,140.44,0.0,69.0,21.07
ORD-00000263,CUS-003393,2025-10-22,Website,,Click & Collect,Completed,Buy Now Pay Later,53.1,0.0,0.0,7.96
ORD-00000264,CUS-004472,2025-05-30,Store,STR-007,In Store,Completed,Card,47.96,0.0,0.0,7.19
ORD-00000265,CUS-004755,2024-11-15,Website,,Click & Collect,Completed,Card,150.78,0.0,0.0,22.62
ORD-00000266,CUS-001394,2023-07-29,Store,STR-027,In Store,Completed,Card,72.45,0.0,0.0,10.87
ORD-00000267,CUS-001917,2022-11-24,Website,,Home Delivery,Completed,Card,627.45,80.08,0.0,82.11
ORD-00000268,CUS-000383,2024-03-31,Mobile,,Home Delivery,Completed,EFT,331.41,0.0,49.0,49.71
ORD-00000269,CUS-008827,2025-11-24,Website,,Home Delivery,Cancelled,Cash,427.63,0.0,49.0,64.14
ORD-00000270,CUS-006685,2023-07-10,Store,STR-012,In Store,Completed,Card,159.91,14.88,0.0,21.75
ORD-00000271,CUS-003798,2024-08-30,Store,STR-024,In Store,Completed,Cash,516.57,95.69,0.0,63.13
ORD-00000272,CUS-004886,2023-10-12,Store,STR-015,In Store,Completed,Buy Now Pay Later,60.05,4.17,0.0,8.38
ORD-00000273,CUS-000933,2024-04-28,Website,,Home Delivery,Completed,Card,451.73,0.0,49.0,67.76
ORD-00000274,CUS-005203,2024-08-04,Store,STR-034,In Store,Completed,Cash,459.56,0.0,0.0,68.93
ORD-00000275,CUS-005797,2020-05-06,Mobile,,Home Delivery,Completed,EFT,277.84000000000003,0.0,49.0,41.68
ORD-00000276,CUS-002224,2020-10-21,Store,STR-031,In Store,Completed,Card,1021.29,17.560000000000002,0.0,150.56
ORD-00000277,CUS-009819,2020-04-04,Website,,Home Delivery,Completed,Digital Wallet,259.48,34.0,89.0,33.82
ORD-00000278,CUS-001947,2025-02-13,Mobile,,Home Delivery,Completed,Cash,1180.4499999999998,12.84,0.0,175.14
ORD-00000279,CUS-001173,2025-12-19,Mobile,,Courier,Completed,Cash,12.95,1.94,49.0,1.65
ORD-00000280,CUS-011749,2022-05-14,Website,,Courier,Completed,Card,425.35,14.11,69.0,61.69
ORD-00000281,CUS-008177,2020-07-03,Marketplace,,Courier,Completed,EFT,547.41,0.0,0.0,82.11
ORD-00000282,CUS-001286,2020-01-31,Mobile,,Home Delivery,Completed,Cash,465.76,0.0,89.0,69.86
ORD-00000283,CUS-007396,2022-12-19,Website,,Click & Collect,Completed,Card,87.89,0.0,0.0,13.18
ORD-00000284,CUS-010806,2024-04-15,Store,STR-023,In Store,Completed,Buy Now Pay Later,279.72,0.0,0.0,41.96
ORD-00000285,CUS-006185,2022-03-21,Store,STR-005,In Store,Completed,EFT,70.98,0.0,0.0,10.65
ORD-00000286,CUS-008152,2024-02-02,Store,STR-026,In Store,Completed,Card,164.15,0.0,0.0,24.62
ORD-00000287,CUS-009428,2021-01-08,Website,,Home Delivery,Completed,Buy Now Pay Later,260.76,20.87,69.0,35.98
ORD-00000288,CUS-007614,2024-11-01,Mobile,,Click & Collect,Completed,Digital Wallet,685.33,0.0,0.0,102.8
ORD-00000289,CUS-005852,2022-03-15,Marketplace,,Courier,Completed,Cash,82.69,0.0,69.0,12.4
ORD-00000290,CUS-010802,2026-08-26,Store,STR-011,In Store,Completed,Cash,662.82,0.0,0.0,99.42
ORD-00000291,CUS-002010,2025-02-15,Store,STR-031,In Store,Completed,Buy Now Pay Later,79.72,0.0,0.0,11.96
ORD-00000292,CUS-001348,2023-01-28,Website,,Home Delivery,Completed,Buy Now Pay Later,281.89,14.05,69.0,40.18
ORD-00000293,CUS-011596,2026-04-22,Store,STR-035,In Store,Cancelled,Buy Now Pay Later,99.34,0.0,0.0,14.9
ORD-00000294,CUS-010985,2026-06-27,Website,,Home Delivery,Completed,Digital Wallet,120.3,0.0,49.0,18.04
ORD-00000295,CUS-003462,2021-04-25,Website,,Home Delivery,Completed,Buy Now Pay Later,144.02,0.0,49.0,21.6
ORD-00000296,CUS-007480,2023-11-07,Mobile,,Home Delivery,Completed,EFT,78.63,0.0,89.0,11.79
ORD-00000297,CUS-008614,2024-05-12,Store,STR-030,In Store,Completed,EFT,187.11,9.36,0.0,26.66
ORD-00000298,CUS-002836,2022-05-21,Website,,Courier,Completed,Digital Wallet,176.2,52.86,89.0,18.5
ORD-00000299,CUS-005221,2026-08-28,Store,STR-028,In  Store,Completed,Digital Wallet,811.78,41.15,0.0,115.59
ORD-00000300,CUS-009364,2024-07-07,Website,,Home Delivery,Completed,Cash,117.58,0.0,49.0,17.64
ORD-00000301,CUS-000736,2025-01-27,Store,STR-022,In Store,Completed,Cash,92.17,0.0,0.0,13.83
ORD-00000302,CUS-006388,2021-04-23,Website,,Home Delivery,Completed,Buy Now Pay Later,455.65,0.0,49.0,68.35
ORD-00000303,CUS-003404,2026-01-04,Website,,Home Delivery,Completed,Cash,417.38,73.99,49.0,51.51
ORD-00000304,CUS-006590,2026-06-09,Store,STR-018,In Store,Completed,Digital Wallet,120.74,6.04,0.0,17.2
ORD-00000305,CUS-002691,2026-01-10,Store,STR-011,In Store,Completed,EFT,199.53,6.76,0.0,28.92
ORD-00000306,CUS-010290,2022-12-09,Store,STR-013,In Store,Completed,Card,147.35,22.1,0.0,18.79
ORD-00000307,CUS-000031,2026-03-23,Mobile,,Home Delivery,Cancelled,Digital Wallet,218.54,0.0,89.0,32.78
ORD-00000308,CUS-010070,2020-01-26,Marketplace,,Home Delivery,Completed,Buy Now Pay Later,68.88,6.89,49.0,9.3
ORD-00000309,CUS-005393,2021-05-10,Store,STR-002,In Store,Completed,Digital Wallet,114.6,0.0,0.0,17.19
ORD-00000310,CUS-010632,2024-05-14,Website,,Home Delivery,Completed,EFT,41.03,0.0,89.0,6.15
ORD-00000311,CUS-000614,2025-02-23,Mobile,,Home Delivery,Completed,EFT,191.66,28.75,89.0,24.44
ORD-00000312,CUS-010331,2020-10-19,Store,STR-048,In Store,Completed,Card,377.25,23.73,0.0,53.03
ORD-00000313,CUS-006547,2021-12-14,Store,STR-015,In Store,Completed,Buy Now Pay Later,57.17,0.0,0.0,8.58
ORD-00000314,CUS-008235,2020-08-04,Website,,Home Delivery,Completed,EFT,244.05,33.44,89.0,31.59
ORD-00000315,CUS-000986,2020-09-09,Store,STR-001,In Store,Completed,Buy Now Pay Later,57.27,0.0,0.0,8.59
ORD-00000316,CUS-001443,2020-02-27,Website,,Home Delivery,Completed,EFT,404.04,15.37,69.0,58.3
ORD-00000317,CUS-008340,2026-08-09,Store,STR-037,In Store,Completed,Buy Now Pay Later,900.9,0.0,0.0,135.14
ORD-00000318,CUS-000698,2025-11-19,Store,STR-003,In Store,Completed,Card,646.9200000000001,4.59,0.0,96.35
ORD-00000319,CUS-009825,2024-01-21,Website,,Home Delivery,Pending,Buy Now Pay Later,433.48,0.0,89.0,65.02
ORD-00000320,CUS-007674,2020-03-22,Marketplace,,Home Delivery,Completed,Card,263.67,0.0,89.0,39.55
ORD-00000321,CUS-003082,2024-11-12,Store,STR-007,In Store,Completed,Buy Now Pay Later,590.14,50.25,0.0,80.98
ORD-00000322,CUS-001341,2023-07-31,Website,,Home Delivery,Completed,Cash,303.66,51.34,69.0,37.85
ORD-00000323,CUS-007999,2025-03-04,Website,,Courier,Completed,EFT,43.31,0.0,49.0,6.5
ORD-00000324,CUS-005447,2023-04-06,Store,STR-022,In Store,Completed,Digital Wallet,246.82,0.0,0.0,37.02
ORD-00000325,CUS-010749,2020-01-21,Mobile,,Home Delivery,Completed,Cash,14.59,0.73,69.0,2.08
ORD-00000326,,2026-01-26,Marketplace,,Click & Collect,Completed,Card,477.76,16.42,0.0,69.2
ORD-00000327,CUS-003255,2025-11-11,Website,,Home Delivery,Completed,Cash,96.31,28.89,49.0,10.11
ORD-00000328,CUS-004716,2026-01-26,Store,STR-020,In Store,Completed,EFT,123.14,3.97,0.0,17.88
ORD-00000329,CUS-006655,2024-05-29,Website,,Home Delivery,Completed,Digital Wallet,47.61,0.0,89.0,7.14
ORD-00000330,CUS-006184,2026-02-19,Store,STR-008,In Store,Completed,Buy Now Pay Later,455.03,0.0,0.0,68.25
ORD-00000331,CUS-010400,2020-06-22,Store,STR-020,In Store,Pending,Card,103.86,0.0,0.0,15.58
ORD-00000332,CUS-000597,2022-08-31,Website,,Courier,Completed,EFT,614.0,22.32,0.0,88.75
ORD-00000333,CUS-007090,2022-02-18,Website,,Home Delivery,Completed,Buy Now Pay Later,53.56,0.0,89.0,8.03
ORD-00000334,CUS-011958,2023-02-26,Website,,Home Delivery,Completed,Digital Wallet,654.36,0.0,0.0,98.15
ORD-00000335,CUS-002334,2020-04-10,Mobile,,Home Delivery,Completed,Buy Now Pay Later,84.39,8.44,89.0,11.39
ORD-00000336,CUS-004903,2025-07-02,Store,STR-048,In Store,Completed,Digital Wallet,793.19,0.0,0.0,118.98
ORD-00000337,CUS-004677,2021-12-28,Website,,Click & Collect,Completed,Cash,201.66,0.0,0.0,30.25
ORD-00000338,,2020-10-19,Marketplace,,Home Delivery,Completed,Card,148.47,14.61,49.0,20.08
ORD-00000339,CUS-006435,2021-04-26,Store,STR-025,In Store,Completed,Cash,153.3,17.0,0.0,20.44
ORD-00000340,CUS-006930,2020-10-05,Mobile,,Home Delivery,Completed,Digital Wallet,247.22,17.63,49.0,34.44
ORD-00000341,CUS-004329,2024-07-28,Store,STR-019,In Store,Completed,EFT,141.06,0.0,0.0,21.16
ORD-00000342,CUS-011343,2026-02-21,Store,STR-024,In Store,Completed,Digital Wallet,490.31,52.64,0.0,65.65
ORD-00000343,CUS-002553,2020-07-22,Store,STR-033,In Store,Completed,Card,112.16,0.0,0.0,16.82
ORD-00000344,CUS-009168,2020-03-12,Marketplace,,Home Delivery,Completed,Digital Wallet,118.5,0.0,69.0,17.77
ORD-00000345,CUS-005796,2025-11-12,Website,,Home Delivery,Completed,Card,1180.32,0.0,0.0,177.05
ORD-00000346,CUS-007443,2022-07-20,Store,STR-003,In Store,Completed,Cash,114.79,30.06,0.0,12.71
ORD-00000347,CUS-011016,2020-10-20,Website,,Home Delivery,Completed,Card,183.41,11.93,69.0,25.72
ORD-00000348,CUS-009874,2021-04-19,Website,,Home Delivery,Completed,EFT,307.83,6.53,69.0,45.2
ORD-00000349,CUS-001223,2024-07-04,Website,,Click & Collect,Completed,Buy Now Pay Later,533.76,0.0,0.0,80.06
ORD-00000350,CUS-010322,2020-07-23,Store,STR-007,In Store,Completed,Digital Wallet,125.59,0.0,0.0,18.84
ORD-00000351,CUS-008646,2022-09-06,Marketplace,,Home Delivery,Completed,Buy Now Pay Later,89.39,0.0,49.0,13.41
ORD-00000352,CUS-004596,2026-06-28,Website,,Home Delivery,Completed,Buy Now Pay Later,587.7199999999999,53.14,0.0,80.19
ORD-00000353,CUS-005953,2022-11-14,Store,STR-014,In Store,Completed,EFT,168.91000000000005,0.0,0.0,25.34
ORD-00000354,CUS-005204,2021-02-07,Website,,Courier,Completed,Cash,206.56,0.0,69.0,30.98
ORD-00000355,CUS-003765,2025-01-21,Website,,Home Delivery,Completed,Digital Wallet,438.57,0.0,89.0,65.79
ORD-00000356,CUS-002035,2022-11-17,Store,STR-050,In Store,Completed,Buy Now Pay Later,56.08,0.0,0.0,8.41
ORD-00000357,CUS-005947,2022-08-26,Store,STR-042,In Store,Completed,Card,133.58,13.36,0.0,18.03
ORD-00000358,CUS-008746,2021-09-15,Marketplace,,Home Delivery,Completed,Digital Wallet,76.32,7.63,89.0,10.3
ORD-00000359,CUS-009602,2025-01-07,Store,STR-017,In Store,Completed,Buy Now Pay Later,128.69,0.0,0.0,19.3
ORD-00000360,CUS-002457,2023-04-10,Store,STR-042,In Store,Completed,EFT,143.36,0.0,0.0,21.5
ORD-00000361,CUS-007175,2023-03-24,Store,STR-011,In Store,Completed,Buy Now Pay Later,69.86,0.0,0.0,10.48
ORD-00000362,CUS-010689,2025-02-09,Store,STR-040,In Store,Completed,Digital Wallet,216.49,0.0,0.0,32.47
ORD-00000363,CUS-006393,2022-06-02,Store,STR-009,In Store,Completed,Card,110.72,11.07,0.0,14.95
ORD-00000364,CUS-008737,2024-05-24,Store,STR-041,In Store,Completed,Digital Wallet,396.08,0.0,0.0,59.41
ORD-00000365,CUS-000653,2021-02-22,Store,STR-047,In Store,Completed,Cash,149.2,0.0,0.0,22.38
ORD-00000366,CUS-009206,2023-10-23,Store,STR-004,In Store,Completed,Buy Now Pay Later,896.4499999999999,0.0,0.0,134.47
ORD-00000367,CUS-006136,2022-11-09,Website,,Home Delivery,Completed,Digital Wallet,296.71000000000004,0.0,69.0,44.51
ORD-00000368,,2023-05-27,Marketplace,,Home Delivery,Completed,EFT,845.2800000000001,0.0,0.0,126.79
ORD-00000369,CUS-010598,2022-06-07,Store,STR-011,In Store,Completed,Digital Wallet,640.81,38.81,0.0,90.3
ORD-00000370,CUS-008268,2020-11-16,Store,STR-028,In Store,Pending,Card,84.63,0.0,0.0,12.69
ORD-00000371,CUS-006851,2026-02-18,Store,STR-021,In Store,Completed,Card,218.85,4.24,0.0,32.19
ORD-00000372,CUS-011125,2022-09-06,Website,,Click & Collect,Completed,Digital Wallet,87.1,0.0,0.0,13.06
ORD-00000373,,2024-12-23,Marketplace,,Click & Collect,Completed,Cash,247.57,0.0,0.0,37.14
ORD-00000374,CUS-004808,2026-01-12,Marketplace,,Click & Collect,Completed,EFT,499.28,0.0,0.0,74.89
ORD-00000375,CUS-002693,2022-12-15,Store,STR-002,In Store,Pending,Digital Wallet,669.97,0.0,0.0,100.5
ORD-00000376,CUS-011952,2025-06-20,Website,,Click & Collect,Completed,Card,73.09,3.65,0.0,10.42
ORD-00000377,CUS-001193,2022-12-04,Website,,Click & Collect,Completed,EFT,47.96,0.0,0.0,7.19
ORD-00000378,CUS-008554,2020-06-06,Store,STR-036,In Store,Completed,Digital Wallet,105.26,0.0,0.0,15.79
ORD-00000379,CUS-011263,2025-11-17,Store,STR-049,In Store,Completed,Digital Wallet,338.34000000000003,0.0,0.0,50.75
ORD-00000380,CUS-003146,2025-08-07,Website,,Home Delivery,Completed,Digital Wallet,41.43,0.0,69.0,6.21
ORD-00000381,CUS-004127,2023-10-09,Store,STR-040,In Store,Completed,EFT,398.36,0.0,0.0,59.75
ORD-00000382,CUS-005571,2025-07-08,Website,,Click & Collect,Completed,Buy Now Pay Later,168.06,16.81,0.0,22.69
ORD-00000383,CUS-001864,2024-06-17,Store,STR-009,In Store,Completed,Buy Now Pay Later,505.59,0.0,0.0,75.84
ORD-00000384,CUS-003517,2025-05-05,Mobile,,Home Delivery,Completed,EFT,119.05,5.95,89.0,16.96
ORD-00000385,CUS-006324,2020-05-18,Mobile,,Home Delivery,Completed,Digital Wallet,115.16,0.0,89.0,17.27
ORD-00000386,CUS-011886,2025-06-06,Marketplace,,Home Delivery,Completed,Digital Wallet,122.34,0.0,89.0,18.35
ORD-00000387,CUS-006680,2021-06-05,Store,STR-015,In Store,Completed,Card,243.39,0.0,0.0,36.51
ORD-00000388,CUS-010822,2026-07-20,Store,STR-010,In Store,Completed,Card,316.95,32.18,0.0,42.72
ORD-00000389,CUS-011266,2026-06-09,Mobile,,Home Delivery,Completed,Digital Wallet,284.62,43.150000000000006,89.0,36.22
ORD-00000390,CUS-011041,2020-05-14,Store,STR-037,In Store,Completed,Cash,246.88,16.82,0.0,34.51
ORD-00000391,CUS-007103,2024-05-05,Store,STR-003,In Store,Completed,Card,478.43,0.0,0.0,71.76
ORD-00000392,,2022-07-23,Marketplace,,Home Delivery,Completed,Buy Now Pay Later,38.66,0.0,49.0,5.8
ORD-00000393,CUS-009311,2021-09-12,Website,,Home Delivery,Completed,Cash,115.04,0.0,49.0,17.26
ORD-00000394,CUS-002184,2026-06-15,Website,,Home Delivery,Completed,Card,642.02,0.0,0.0,96.3
ORD-00000395,CUS-005530,2022-09-04,Website,,Click & Collect,Completed,Buy Now Pay Later,465.9,69.88,0.0,59.4
ORD-00000396,CUS-003261,2023-09-07,Marketplace,,Click & Collect,Completed,Cash,220.03,0.0,0.0,33.0
ORD-00000397,CUS-003396,2022-02-01,Mobile,,Home Delivery,Completed,Digital Wallet,276.14,32.92,89.0,36.48
ORD-00000398,CUS-008186,2024-07-18,Website,,Home Delivery,Completed,Buy Now Pay Later,261.52,19.26,49.0,36.34
ORD-00000399,CUS-001945,2021-09-06,Website,,Home Delivery,Completed,Card,54.41,0.0,89.0,8.16
ORD-00000400,CUS-005747,2022-05-30,Store,STR-039,In Store,Completed,EFT,42.37,8.47,0.0,5.08
ORD-00000401,CUS-001970,2024-09-12,Website,,Home Delivery,Completed,Digital Wallet,474.4,0.0,69.0,71.16
ORD-00000402,CUS-008075,2021-05-30,Mobile,,Courier,Completed,Card,97.51,0.0,69.0,14.63
ORD-00000403,CUS-000592,2025-03-24,Mobile,,Courier,Completed,Card,163.69,0.0,49.0,24.55
ORD-00000404,CUS-006894,2026-07-09,Website,,Home Delivery,Pending,Buy Now Pay Later,98.53,4.93,69.0,14.04
ORD-00000405,CUS-009496,2024-09-09,Website,,Click & Collect,Completed,Buy Now Pay Later,222.94,6.26,0.0,32.5
ORD-00000406,CUS-007080,2022-05-30,Mobile,,Home Delivery,Cancelled,Cash,83.92,8.39,89.0,11.33
ORD-00000407,CUS-004446,2021-03-17,Mobile,,Courier,Completed,Digital Wallet,43.6,0.0,49.0,6.54
ORD-00000408,CUS-000699,2023-09-27,Website,,Click & Collect,Completed,Cash,50.49,0.0,0.0,7.57
ORD-00000409,CUS-005372,2022-12-01,Store,STR-045,In Store,Completed,EFT,141.1,0.0,0.0,21.16
ORD-00000410,CUS-006989,2021-08-16,Store,STR-039,In Store,Completed,EFT,256.40000000000003,14.39,0.0,36.3
ORD-00000411,CUS-000267,2022-06-12,Mobile,,Home Delivery,Completed,Card,123.4,10.08,69.0,17.0
ORD-00000412,CUS-003032,2026-06-11,Mobile,,Home Delivery,Pending,Cash,607.83,0.0,0.0,91.17
ORD-00000413,CUS-006415,2021-02-14,Mobile,,Click & Collect,Completed,EFT,719.4000000000001,110.03,0.0,91.41
ORD-00000414,CUS-008949,2021-09-20,Store,STR-028,In Store,Completed,Card,373.35,13.3,0.0,54.01
ORD-00000415,CUS-001221,2022-04-28,Store,STR-021,In Store,Completed,Digital Wallet,45.54,0.0,0.0,6.83
ORD-00000416,CUS-003067,2026-02-02,Store,STR-033,In Store,Completed,Buy Now Pay Later,38.06,0.0,0.0,5.71
ORD-00000417,CUS-004976,2022-05-22,Store,STR-008,In Store,Completed,Buy Now Pay Later,139.86,0.0,0.0,20.98
ORD-00000418,CUS-003077,2021-12-11,Website,,Click & Collect,Completed,Buy Now Pay Later,683.26,102.49,0.0,87.12
ORD-00000419,CUS-007858,2021-12-25,Store,STR-010,In Store,Completed,EFT,196.66,10.99,0.0,27.85
ORD-00000420,CUS-000201,2026-04-23,Store,STR-026,In Store,Completed,Buy Now Pay Later,52.02,0.0,0.0,7.8
ORD-00000421,CUS-010368,2022-05-11,Store,STR-011,In Store,Completed,EFT,135.17,0.0,0.0,20.28
ORD-00000422,CUS-001409,2022-06-13,Store,STR-012,In Store,Completed,Digital Wallet,126.63,0.0,0.0,18.99
ORD-00000423,CUS-003606,2022-06-06,Store,STR-031,In Store,Completed,Card,309.11,4.38,0.0,45.71
ORD-00000424,CUS-000972,2025-10-23,Website,,Home Delivery,Completed,Card,89.59,0.0,49.0,13.44
ORD-00000425,CUS-002714,2024-09-24,Store,STR-030,In Store,Completed,Buy Now Pay Later,505.0700000000001,0.0,0.0,75.76
ORD-00000426,CUS-006460,2023-12-30,Website,,Home Delivery,Completed,EFT,139.05,19.3,69.0,17.96
ORD-00000427,CUS-008230,2021-06-02,Mobile,,Home Delivery,Completed,Buy Now Pay Later,195.22000000000003,0.0,49.0,29.28
ORD-00000428,CUS-004505,2020-10-04,Store,STR-031,In Store,Completed,Buy Now Pay Later,593.31,0.0,0.0,89.0
ORD-00000429,CUS-001049,2020-08-02,Mobile,,Courier,Completed,EFT,767.09,0.0,0.0,115.06
ORD-00000430,CUS-002533,2021-12-20,Store,STR-047,In Store,Completed,Buy Now Pay Later,611.5699999999999,0.0,0.0,91.74
ORD-00000431,CUS-003244,2025-04-10,Store,STR-005,In Store,Completed,EFT,34.43,0.0,0.0,5.16
ORD-00000432,CUS-003384,2025-01-26,Website,,Home Delivery,Completed,Card,467.89,17.06,49.0,67.62
ORD-00000433,CUS-003368,2025-03-19,Store,STR-008,In Store,Completed,Digital Wallet,86.93,0.0,0.0,13.04
ORD-00000434,CUS-004107,2024-06-12,Store,STR-039,In Store,Completed,Card,51.44,0.0,0.0,7.72
ORD-00000435,CUS-003493,2023-06-09,Website,,Home Delivery,Completed,Buy Now Pay Later,113.04,0.0,89.0,16.96
ORD-00000436,CUS-009750,2022-05-16,Store,STR-015,In Store,Completed,Digital Wallet,115.26,0.0,0.0,17.29
ORD-00000437,CUS-010665,2024-11-03,Store,STR-028,In Store,Completed,EFT,82.18,8.22,0.0,11.09
ORD-00000438,CUS-002176,2021-04-20,Mobile,,Click & Collect,Completed,Card,80.85,0.0,0.0,12.13
ORD-00000439,CUS-006752,2020-06-15,Store,STR-014,In Store,Completed,EFT,170.86,0.0,0.0,25.63
ORD-00000440,CUS-001214,2025-07-10,Store,STR-011,In Store,Pending,Card,317.72,22.49,0.0,44.28
ORD-00000441,CUS-004340,2023-02-28,Store,STR-046,In Store,Cancelled,Buy Now Pay Later,379.96,0.0,0.0,56.99
ORD-00000442,CUS-008106,2024-02-23,Website,,Home Delivery,Completed,Digital Wallet,39.7,0.0,89.0,5.96
ORD-00000443,CUS-002089,2026-05-18,Store,STR-029,In Store,Completed,EFT,220.31,0.0,0.0,33.05
ORD-00000444,CUS-006750,2024-07-17,Website,,Home Delivery,Completed,Card,108.29,0.0,89.0,16.24
ORD-00000445,CUS-008540,2025-02-03,Store,STR-024,In Store,Pending,Card,815.32,122.3,0.0,103.95
ORD-00000446,CUS-008576,2023-03-12,Store,STR-001,In Store,Completed,Buy Now Pay Later,110.02,0.0,0.0,16.5
ORD-00000447,CUS-003585,2022-02-14,Mobile,,Click & Collect,Completed,Digital Wallet,112.09,0.0,0.0,16.81
ORD-00000448,CUS-000569,2022-05-02,Marketplace,,Courier,Completed,EFT,255.38,14.34,49.0,36.16
ORD-00000449,CUS-009401,2026-01-01,Website,,Home Delivery,Completed,Card,93.51,4.68,69.0,13.32
ORD-00000450,CUS-008598,2022-07-19,Store,STR-010,In Store,Completed,EFT,188.46,3.03,0.0,27.81
ORD-00000451,CUS-002970,2026-03-22,Store,STR-015,In Store,Completed,EFT,1673.95,322.75,0.0,202.68
ORD-00000452,CUS-009599,2020-03-16,Store,STR-041,In Store,Completed,Cash,50.25,0.0,0.0,7.54
