event_id,customer_id,campaign_id,event_timestamp,event_type,device_type,channel,session_id
EVT-00000253,CUS-009854,CMP-0017,2023-11-04 23:43:00,Add To Cart,Tablet,Paid Search,SES-852246454
EVT-00000254,CUS-009346,CMP-0032,2020-02-03 22:45:00,Product View,Desktop,SMS,SES-290289948
EVT-00000255,CUS-009268,CMP-0005,2026-07-07 09:09:00,Impression,Mobile,SMS,SES-548140508
EVT-00000256,CUS-001208,CMP-0042,2022-06-03 18:57:00,Impression,Tablet,Paid Search,SES-331367794
EVT-00000257,CUS-003703,CMP-0007,2022-02-16 03:12:00,Product View,Tablet,Social,SES-145132576
EVT-00000258,CUS-006544,CMP-0032,2020-02-02 10:15:00,Product View,Mobile,SMS,SES-386226576
EVT-00000259,CUS-001231,CMP-0042,2022-05-31 22:23:00,Product View,Desktop,Paid Search,SES-728725331
EVT-00000260,CUS-010500,CMP-0003,2021-02-08 01:40:00,Add To Cart,Mobile,Social,SES-407084362
EVT-00000261,CUS-008752,CMP-0014,2025-08-21 19:53:00,Conversion,Mobile,Email,SES-771346656
EVT-00000262,CUS-000034,CMP-0012,2021-09-06 10:28:00,Impression,Tablet,Paid Search,SES-575323448
EVT-00000263,CUS-008429,CMP-0039,2024-12-23 08:54:00,Product View,Desktop,Push,SES-696583896
EVT-00000264,CUS-009847,CMP-0046,2022-09-12 00:28:00,Product View,Tablet,Email,SES-811474585
EVT-00000265,CUS-011284,CMP-0039,2024-12-14 09:56:00,Add To Cart,Desktop,Push,SES-366446377
EVT-00000266,CUS-006280,CMP-0008,2023-05-25 07:37:00,Impression,Desktop,Email,SES-449308679
EVT-00000267,CUS-006569,CMP-0006,2024-07-09 16:26:00,Click,Mobile,Push,SES-907683645
EVT-00000268,CUS-000178,CMP-0033,2020-12-16 11:43:00,Product View,Mobile,SMS,SES-332431789
EVT-00000269,CUS-000578,CMP-0009,2022-02-16 01:47:00,Click,Desktop,Push,SES-421133084
EVT-00000270,CUS-004331,CMP-0032,2020-01-27 19:25:00,Product View,Tablet,SMS,SES-792279350
EVT-00000271,CUS-002165,CMP-0014,2025-08-02 13:35:00,Product View,Mobile,Email,SES-934995475
EVT-00000272,CUS-009349,CMP-0007,2022-02-19 06:07:00,Product View,Tablet,Social,SES-599359495
EVT-00000273,CUS-005743,CMP-0042,2022-05-29 10:55:00,Impression,Desktop,Paid Search,SES-563082616
EVT-00000274,CUS-003029,CMP-0009,2022-02-26 20:04:00,Impression,Desktop,Push,SES-714799933
EVT-00000275,CUS-005526,CMP-0047,2023-03-27 02:30:00,Product View,Desktop,Social,SES-183207335
EVT-00000276,CUS-004446,CMP-0028,2021-12-08 00:21:00,Add To Cart,Tablet,Social,SES-533275109
EVT-00000277,CUS-003681,CMP-0022,2024-11-03 07:54:00,Add To Cart,Desktop,SMS,SES-714672351
EVT-00000278,CUS-000462,CMP-0013,2026-02-10 16:29:00,Click,Tablet,Push,SES-773636724
EVT-00000279,CUS-004135,CMP-0019,2024-02-02 03:41:00,Product View,Desktop,Social,SES-915300554
EVT-00000280,CUS-005396,CMP-0038,2022-11-04 01:37:00,Impression,Desktop,Paid Search,SES-915562398
EVT-00000281,CUS-000295,CMP-0029,2026-07-10 17:50:00,Product View,Mobile,Email,SES-404990907
EVT-00000282,CUS-007672,CMP-0020,2024-01-23 06:12:00,Impression,Mobile,Social,SES-309218211
EVT-00000283,CUS-009756,CMP-0034,2025-11-21 17:54:00,Add To Cart,Desktop,Social,SES-499138900
EVT-00000284,CUS-005275,CMP-0026,2024-12-16 07:44:00,Conversion,Tablet,SMS,SES-575781665
EVT-00000285,CUS-010104,CMP-0020,2024-02-02 00:06:00,Impression,Tablet,Social,SES-976561317
EVT-00000286,CUS-001917,CMP-0010,2021-05-24 21:05:00,Impression,Mobile,SMS,SES-399647642
EVT-00000287,CUS-009701,CMP-0010,2021-05-30 12:17:00,Product View,Mobile,SMS,SES-819418652
EVT-00000288,CUS-000444,CMP-0008,2023-06-02 00:38:00,Product View,Desktop,Email,SES-723847880
EVT-00000289,CUS-003819,CMP-0019,2024-01-24 05:54:00,Impression,Tablet,Social,SES-143049968
EVT-00000290,CUS-000576,CMP-0039,2024-12-25 16:22:00,Product View,Mobile,Push,SES-208115617
EVT-00000291,CUS-008260,CMP-0042,2022-05-29 13:12:00,Impression,Desktop,Paid Search,SES-843008991
EVT-00000292,CUS-006072,CMP-0018,2026-05-31 14:35:00,Impression,Tablet,Push,SES-540328124
EVT-00000293,CUS-005851,CMP-0007,2022-01-31 04:00:00,Impression,Desktop,Social,SES-211648132
EVT-00000294,CUS-002760,CMP-0026,2024-12-10 02:47:00,Impression,Mobile,SMS,SES-618040638
EVT-00000295,CUS-008231,CMP-0032,2020-01-18 04:59:00,Impression,Desktop,SMS,SES-640594460
EVT-00000296,CUS-003769,CMP-0020,2024-01-25 00:39:00,Open,Desktop,Social,SES-231183924
EVT-00000297,CUS-003778,CMP-0029,2026-06-27 22:04:00,Open,Mobile,Email,SES-128900830
EVT-00000298,CUS-005166,CMP-0022,2024-10-03 03:30:00,Click,Tablet,SMS,SES-998969665
EVT-00000299,CUS-007420,CMP-0027,2023-05-19 11:54:00,Click,Mobile,SMS,SES-163888273
EVT-00000300,CUS-001352,CMP-0011,2023-10-10 03:40:00,Impression,Tablet,Paid Search,SES-939991435
EVT-00000301,CUS-010989,CMP-0037,2024-11-16 20:34:00,Conversion,Mobile,Push,SES-143029610
EVT-00000302,CUS-008377,CMP-0031,2021-12-31 00:48:00,Impression,Desktop,Paid Search,SES-103223273
EVT-00000303,CUS-005578,CMP-0020,2024-02-21 10:41:00,Impression,Mobile,Social,SES-345529708
EVT-00000304,CUS-007040,CMP-0033,2020-12-04 06:18:00,Impression,Tablet,SMS,SES-427959493
EVT-00000305,CUS-009692,CMP-0027,2023-05-05 19:41:00,Click,Tablet,SMS,SES-267836540
EVT-00000306,CUS-010811,CMP-0031,2022-01-05 08:42:00,Open,Mobile,Paid Search,SES-161335485
EVT-00000307,CUS-010072,CMP-0011,2023-10-11 09:22:00,Impression,Mobile,Paid Search,SES-912915700
EVT-00000308,CUS-008335,CMP-0040,2023-10-29 07:51:00,Product View,Mobile,Email,SES-341523532
EVT-00000309,CUS-010440,CMP-0005,2026-06-30 21:54:00,Conversion,Desktop,SMS,SES-682620953
EVT-00000310,CUS-000226,CMP-0008,2023-05-23 16:26:00,Impression,Tablet,Email,SES-945359479
EVT-00000311,CUS-003741,CMP-0046,2022-08-25 02:36:00,Impression,Mobile,Email,SES-233680200
EVT-00000312,CUS-006126,CMP-0016,2023-05-20 08:14:00,Product View,Mobile,SMS,SES-734336055
EVT-00000313,CUS-005810,CMP-0018,2026-05-20 15:15:00,Conversion,Desktop,Push,SES-951603783
EVT-00000314,CUS-007541,CMP-0050,2020-04-16 12:41:00,Product View,Mobile,Push,SES-242699550
EVT-00000315,CUS-011866,CMP-0042,2022-05-29 01:10:00,Open,Tablet,Paid Search,SES-199104864
EVT-00000316,CUS-008617,CMP-0020,2024-01-26 20:18:00,Product View,Tablet,Social,SES-813908131
EVT-00000317,CUS-009360,CMP-0008,2023-06-02 22:31:00,Impression,Mobile,Email,SES-942514579
EVT-00000318,CUS-000150,CMP-0031,2022-01-01 02:47:00,Product View,Tablet,Paid Search,SES-611612592
EVT-00000319,CUS-003067,CMP-0020,2024-01-11 02:08:00,Impression,Desktop,Social,SES-474572448
EVT-00000320,CUS-002611,CMP-0043,2021-07-27 19:56:00,Impression,Mobile,Paid Search,SES-799092021
EVT-00000321,CUS-002432,CMP-0019,2024-02-01 16:34:00,Conversion,Tablet,Social,SES-344889718
EVT-00000322,CUS-000951,CMP-0014,2025-08-23 09:32:00,Add To Cart,Mobile,Email,SES-664893152
EVT-00000323,CUS-012000,CMP-0006,2024-08-01 16:38:00,Impression,Mobile,Push,SES-422765048
EVT-00000324,CUS-006092,CMP-0031,2021-12-29 20:11:00,Impression,Mobile,Paid Search,SES-548270045
EVT-00000325,CUS-000081,CMP-0012,2021-09-01 17:30:00,Impression,Desktop,Paid Search,SES-345698155
EVT-00000326,CUS-008892,CMP-0038,2022-11-06 02:27:00,Conversion,Tablet,Paid Search,SES-685660248
EVT-00000327,CUS-004331,CMP-0044,2025-05-25 02:34:00,Impression,Mobile,Email,SES-912192950
EVT-00000328,CUS-007087,CMP-0041,2024-01-15 14:29:00,Impression,Mobile,Push,SES-914586090
EVT-00000329,CUS-005348,CMP-0041,2024-01-06 09:35:00,Impression,Mobile,Push,SES-153955341
EVT-00000330,CUS-010400,CMP-0024,2022-06-04 10:52:00,Impression,Mobile,Paid Search,SES-342878036
EVT-00000331,CUS-009937,CMP-0005,2026-07-10 13:05:00,Product View,Mobile,SMS,SES-934658811
EVT-00000332,CUS-004497,CMP-0015,2024-09-20 10:27:00,Open,Mobile,SMS,SES-594323188
EVT-00000333,CUS-008444,CMP-0038,2022-11-22 05:40:00,Product View,Desktop,Paid Search,SES-788161524
EVT-00000334,CUS-005927,CMP-0039,2024-12-13 21:44:00,Impression,Desktop,Push,SES-626089324
EVT-00000335,CUS-007674,CMP-0034,2025-11-20 05:02:00,Impression,Mobile,Social,SES-734693434
EVT-00000336,CUS-011184,CMP-0004,2024-04-27 14:06:00,Impression,Mobile,Paid Search,SES-387016003
EVT-00000337,CUS-003605,CMP-0024,2022-06-08 08:48:00,Open,Tablet,Paid Search,SES-765449588
EVT-00000338,CUS-006031,CMP-0010,2021-05-15 10:23:00,Add To Cart,Tablet,SMS,SES-318312519
EVT-00000339,CUS-004932,CMP-0010,2021-05-29 10:30:00,Add To Cart,Desktop,SMS,SES-129676759
EVT-00000340,CUS-009371,CMP-0025,2024-04-16 23:02:00,Open,Desktop,Paid Search,SES-512527476
EVT-00000341,CUS-005272,CMP-0033,2021-01-12 03:55:00,Product View,Desktop,SMS,SES-196272390
EVT-00000342,CUS-007571,CMP-0024,2022-06-15 20:22:00,Impression,Tablet,Paid Search,SES-811077672
EVT-00000343,CUS-007195,CMP-0044,2025-05-10 21:34:00,Impression,Mobile,Email,SES-577994236
EVT-00000344,CUS-009352,CMP-0014,2025-08-05 10:43:00,Product View,Desktop,Email,SES-170000022
EVT-00000345,CUS-007214,CMP-0041,2024-01-18 08:26:00,Product View,Tablet,Push,SES-808825848
EVT-00000346,CUS-007994,CMP-0007,2022-01-21 03:28:00,Product View,Desktop,Social,SES-900929258
EVT-00000347,CUS-002019,CMP-0039,2024-12-17 07:14:00,Impression,Tablet,Push,SES-381974377
EVT-00000348,CUS-011373,CMP-0011,2023-10-09 18:24:00,Impression,Desktop,Paid Search,SES-730826860
EVT-00000349,CUS-001247,CMP-0013,2026-02-09 03:40:00,Impression,Desktop,Push,SES-461071063
EVT-00000350,CUS-000769,CMP-0022,2024-10-16 03:22:00,Impression,Tablet,SMS,SES-211814137
EVT-00000351,CUS-005084,CMP-0037,2024-10-29 06:05:00,Product View,Tablet,Push,SES-803494509
EVT-00000352,CUS-009934,CMP-0043,2021-08-01 09:01:00,Click,Tablet,Paid Search,SES-436241397
EVT-00000353,CUS-006062,CMP-0010,2021-06-05 19:44:00,Product View,Mobile,SMS,SES-260040069
EVT-00000354,CUS-005036,CMP-0032,2020-02-10 19:32:00,Impression,Mobile,SMS,SES-947448580
EVT-00000355,CUS-000757,CMP-0038,2022-10-23 19:47:00,Impression,Mobile,Paid Search,SES-376808244
EVT-00000356,CUS-004742,CMP-0007,2022-02-03 04:04:00,Open,Desktop,Social,SES-243654652
EVT-00000357,CUS-006977,CMP-0046,2022-09-07 16:57:00,Impression,Desktop,Email,SES-711279159
EVT-00000358,CUS-010727,CMP-0049,2024-07-10 08:27:00,Product View,Mobile,SMS,SES-946148845
EVT-00000359,CUS-001580,CMP-0029,2026-06-21 23:07:00,Open,Mobile,Email,SES-925622491
EVT-00000360,CUS-001547,CMP-0047,2023-04-15 15:03:00,Impression,Tablet,Social,SES-817523308
EVT-00000361,CUS-008250,CMP-0019,2024-01-20 16:53:00,Add To Cart,Desktop,Social,SES-124828148
EVT-00000362,CUS-004501,CMP-0018,2026-05-29 16:19:00,Product View,Tablet,Push,SES-487399248
EVT-00000363,CUS-008683,CMP-0016,2023-05-08 08:13:00,Click,Tablet,SMS,SES-888058086
EVT-00000364,CUS-011749,CMP-0015,2024-09-07 14:37:00,Conversion,Desktop,SMS,SES-496161021
EVT-00000365,CUS-003618,CMP-0049,2024-07-08 07:50:00,Impression,Desktop,SMS,SES-162397219
EVT-00000366,CUS-010234,CMP-0050,2020-05-01 22:19:00,Conversion,Tablet,Push,SES-711363817
EVT-00000367,CUS-010828,CMP-0024,2022-06-26 13:57:00,Open,Tablet,Paid Search,SES-253155581
EVT-00000368,CUS-003425,CMP-0012,2021-09-05 00:51:00,Open,Tablet,Paid Search,SES-196126250
EVT-00000369,CUS-005710,CMP-0032,2020-02-02 11:52:00,Conversion,Mobile,SMS,SES-372327820
EVT-00000370,CUS-002503,CMP-0030,2020-10-10 15:58:00,Impression,Tablet,Email,SES-978032055
EVT-00000371,CUS-009073,CMP-0010,2021-06-03 00:38:00,Click,Desktop,SMS,SES-574530049
EVT-00000372,CUS-011688,CMP-0029,2026-06-23 14:58:00,Impression,Desktop,Email,SES-998430917
EVT-00000373,CUS-009752,CMP-0021,2024-10-14 04:39:00,Impression,Desktop,SMS,SES-223594725
EVT-00000374,CUS-006242,CMP-0001,2022-10-05 05:11:00,Impression,Tablet,Social,SES-706852207
EVT-00000375,CUS-011702,CMP-0010,2021-05-30 22:55:00,Open,Tablet,SMS,SES-442780395
EVT-00000376,CUS-007399,CMP-0009,2022-02-03 14:43:00,Product View,Mobile,Push,SES-499953919
EVT-00000377,CUS-009862,CMP-0024,2022-05-30 05:19:00,Impression,Mobile,Paid Search,SES-777003067
EVT-00000378,CUS-008908,CMP-0009,2022-02-25 22:14:00,Impression,Tablet,Push,SES-600312640
EVT-00000379,CUS-008764,CMP-0025,2024-04-01 08:17:00,Product View,Mobile,Paid Search,SES-958261537
EVT-00000380,CUS-009778,CMP-0042,2022-05-31 15:50:00,Impression,Desktop,Paid Search,SES-751206194
EVT-00000381,CUS-004287,CMP-0039,2024-12-23 10:54:00,Open,Tablet,Push,SES-212378827
EVT-00000382,CUS-005788,CMP-0001,2022-10-05 12:33:00,Open,Mobile,Social,SES-800222887
EVT-00000383,CUS-005707,CMP-0049,2024-07-07 03:37:00,Product View,Mobile,SMS,SES-937688692
EVT-00000384,CUS-009308,CMP-0036,2023-10-31 18:31:00,Impression,Desktop,SMS,SES-541970112
EVT-00000385,CUS-011389,CMP-0042,2022-05-30 20:09:00,Impression,Mobile,Paid Search,SES-860383340
EVT-00000386,CUS-002578,CMP-0038,2022-10-25 14:26:00,Impression,Tablet,Paid Search,SES-373997268
EVT-00000387,CUS-001916,CMP-0004,2024-04-24 04:01:00,Product View,Desktop,Paid Search,SES-120872133
EVT-00000388,CUS-001616,CMP-0037,2024-10-31 07:02:00,Open,Desktop,Push,SES-696379386
EVT-00000389,CUS-005485,CMP-0050,2020-05-08 02:01:00,Impression,Mobile,Push,SES-936108036
EVT-00000390,CUS-010773,CMP-0010,2021-05-23 20:01:00,Conversion,Mobile,SMS,SES-983833652
EVT-00000391,CUS-002877,CMP-0024,2022-07-04 11:50:00,Product View,Desktop,Paid Search,SES-634601506
EVT-00000392,CUS-007504,CMP-0003,2021-02-07 14:38:00,Product View,Mobile,Social,SES-912446785
EVT-00000393,CUS-000512,CMP-0009,2022-02-01 06:21:00,Add To Cart,Desktop,Push,SES-509600849
EVT-00000394,CUS-002107,CMP-0006,2024-07-15 04:24:00,Impression,Tablet,Push,SES-400562906
EVT-00000395,CUS-010975,CMP-0028,2021-12-05 13:11:00,Add To Cart,Tablet,Social,SES-597788265
EVT-00000396,CUS-004998,CMP-0008,2023-05-20 11:57:00,Product View,Desktop,Email,SES-316328194
EVT-00000397,CUS-005736,CMP-0042,2022-05-30 08:08:00,Add To Cart,Tablet,Paid Search,SES-101702029
EVT-00000398,CUS-002446,CMP-0006,2024-07-24 00:40:00,Product View,Desktop,Push,SES-622743917
EVT-00000399,CUS-001456,CMP-0004,2024-04-04 16:05:00,Product View,Mobile,Paid Search,SES-365556709
EVT-00000400,CUS-000524,CMP-0036,2023-10-22 08:56:00,Product View,Desktop,SMS,SES-428697985
EVT-00000401,CUS-002942,CMP-0010,2021-06-06 10:39:00,Product View,Mobile,SMS,SES-291639681
EVT-00000402,CUS-007454,CMP-0001,2022-09-15 08:38:00,Impression,Desktop,Social,SES-555725871
EVT-00000403,CUS-004397,CMP-0028,2021-11-26 08:56:00,Product View,Mobile,Social,SES-112898001
EVT-00000404,CUS-003992,CMP-0013,2026-02-04 14:05:00,Impression,Tablet,Push,SES-872015057
EVT-00000405,CUS-004814,CMP-0023,2020-02-20 20:37:00,Conversion,Tablet,Email,SES-443334912
EVT-00000406,CUS-001180,CMP-0018,2026-05-23 03:28:00,Product View,Desktop,Push,SES-116569114
EVT-00000407,CUS-011069,CMP-0045,2022-02-25 09:22:00,Conversion,Mobile,Social,SES-546235162
EVT-00000408,CUS-007602,CMP-0024,2022-06-13 22:37:00,Click,Tablet,Paid Search,SES-564448377
EVT-00000409,CUS-006790,CMP-0028,2021-12-07 23:27:00,Add To Cart,Mobile,Social,SES-498727008
EVT-00000410,CUS-003475,CMP-0016,2023-05-10 21:09:00,Product View,Desktop,SMS,SES-951309653
EVT-00000411,CUS-007608,CMP-0028,2021-12-05 17:41:00,Conversion,Tablet,Social,SES-692395875
EVT-00000412,CUS-008089,CMP-0007,2022-02-17 05:30:00,Add To Cart,Desktop,Social,SES-104893521
EVT-00000413,CUS-008064,CMP-0016,2023-05-22 09:15:00,Product View,Tablet,SMS,SES-382154675
EVT-00000414,CUS-000228,CMP-0037,2024-10-19 12:33:00,Add To Cart,Mobile,Push,SES-957981185
EVT-00000415,CUS-007059,CMP-0011,2023-10-06 21:49:00,Product View,Mobile,Paid Search,SES-247759926
EVT-00000416,CUS-001487,CMP-0026,2024-12-07 02:17:00,Open,Desktop,SMS,SES-249562881
EVT-00000417,CUS-003676,CMP-0029,2026-06-22 15:38:00,Add To Cart,Mobile,Email,SES-178377728
EVT-00000418,CUS-007678,CMP-0012,2021-09-05 21:43:00,Impression,Mobile,Paid Search,SES-644318634
EVT-00000419,CUS-006259,CMP-0008,2023-05-23 20:08:00,Product View,Tablet,Email,SES-490415568
EVT-00000420,CUS-004404,CMP-0018,2026-05-19 05:04:00,Impression,Tablet,Push,SES-971371366
EVT-00000421,CUS-005111,CMP-0044,2025-04-29 15:23:00,Open,Mobile,Email,SES-897401284
EVT-00000422,CUS-004625,CMP-0003,2021-02-25 05:34:00,Impression,Desktop,Social,SES-430518423
EVT-00000423,CUS-010252,CMP-0019,2024-01-21 02:05:00,Conversion,Desktop,Social,SES-934316283
EVT-00000424,CUS-001739,CMP-0048,2023-02-18 03:30:00,Open,Tablet,Social,SES-426646596
EVT-00000425,CUS-004759,CMP-0046,2022-09-11 05:34:00,Impression,Desktop,Email,SES-919339044
EVT-00000426,CUS-009363,CMP-0025,2024-04-15 05:16:00,Open,Desktop,Paid Search,SES-613605436
EVT-00000427,CUS-011711,CMP-0010,2021-06-07 15:42:00,Click,Desktop,SMS,SES-321997960
EVT-00000428,CUS-000644,CMP-0041,2024-01-07 20:33:00,Impression,Mobile,Push,SES-153299104
EVT-00000429,CUS-004492,CMP-0011,2023-09-28 13:53:00,Open,Desktop,Paid Search,SES-615086697
EVT-00000430,CUS-003650,CMP-0020,2024-01-11 03:40:00,Add To Cart,Tablet,Social,SES-689498121
EVT-00000431,CUS-011784,CMP-0014,2025-08-27 20:05:00,Open,Tablet,Email,SES-545965895
EVT-00000432,CUS-001642,CMP-0040,2023-11-04 08:33:00,Click,Mobile,Email,SES-317814226
EVT-00000433,CUS-010379,CMP-0046,2022-08-26 17:50:00,Product View,Mobile,Email,SES-960165961
EVT-00000434,CUS-011702,CMP-0050,2020-04-22 02:10:00,Product View,Tablet,Push,SES-748391847
EVT-00000435,CUS-006991,CMP-0040,2023-11-04 05:53:00,Open,Tablet,Email,SES-348128221
EVT-00000436,CUS-010099,CMP-0018,2026-05-26 13:38:00,Impression,Tablet,Push,SES-114556334
EVT-00000437,CUS-009665,CMP-0026,2024-12-11 23:04:00,Product View,Mobile,SMS,SES-773078473
EVT-00000438,CUS-009919,CMP-0033,2020-12-28 13:42:00,Impression,Desktop,SMS,SES-393673173
EVT-00000439,CUS-007916,CMP-0035,2021-03-11 18:25:00,Add To Cart,Mobile,Email,SES-143336575
EVT-00000440,CUS-003156,CMP-0025,2024-04-18 11:12:00,Open,Desktop,Paid Search,SES-982253628
EVT-00000441,CUS-008967,CMP-0029,2026-07-01 14:34:00,Impression,Mobile,Email,SES-800540056
EVT-00000442,CUS-007725,CMP-0027,2023-05-03 21:42:00,Impression,Mobile,SMS,SES-483624735
EVT-00000443,CUS-002827,CMP-0036,2023-11-07 05:03:00,Click,Desktop,SMS,SES-317929912
EVT-00000444,CUS-009087,CMP-0022,2024-10-13 12:39:00,Click,Tablet,SMS,SES-495236122
EVT-00000445,CUS-006749,CMP-0037,2024-10-21 06:40:00,Open,Mobile,Push,SES-879497169
EVT-00000446,CUS-007065,CMP-0038,2022-10-20 13:28:00,Impression,Tablet,Paid Search,SES-205274466
EVT-00000447,CUS-009388,CMP-0007,2022-02-04 13:29:00,Impression,Desktop,Social,SES-638034950
EVT-00000448,CUS-002891,CMP-0048,2023-02-19 12:52:00,Conversion,Tablet,Social,SES-345543262
EVT-00000449,CUS-010135,CMP-0019,2024-01-30 14:04:00,Product View,Tablet,Social,SES-116463880
EVT-00000450,CUS-008896,CMP-0019,2024-01-18 21:03:00,Add To Cart,Tablet,Social,SES-365437035
EVT-00000451,CUS-002828,CMP-0034,2025-11-18 16:08:00,Click,Mobile,Social,SES-317083503
EVT-00000452,CUS-005703,CMP-0004,2024-04-26 02:40:00,Impression,Tablet,Paid Search,SES-152395190
EVT-00000453,CUS-007981,CMP-0027,2023-05-20 07:53:00,Product View,Mobile,SMS,SES-801240845
EVT-00000454,CUS-005099,CMP-0019,2024-01-29 00:04:00,Product View,Desktop,Social,SES-178386810
EVT-00000455,CUS-007625,CMP-0013,2026-01-31 22:29:00,Impression,Tablet,Push,SES-417818669
EVT-00000456,CUS-007067,CMP-0003,2021-02-16 01:36:00,Product View,Tablet,Social,SES-552296369
EVT-00000457,CUS-008756,CMP-0043,2021-08-04 03:58:00,Click,Mobile,Paid Search,SES-583206317
EVT-00000458,CUS-003841,CMP-0042,2022-05-29 09:30:00,Impression,Tablet,Paid Search,SES-461752798
EVT-00000459,CUS-005359,CMP-0036,2023-11-11 08:18:00,Product View,Tablet,SMS,SES-558636244
EVT-00000460,CUS-008026,CMP-0011,2023-10-15 16:17:00,Click,Tablet,Paid Search,SES-573605286
EVT-00000461,CUS-010476,CMP-0010,2021-05-29 16:24:00,Add To Cart,Mobile,SMS,SES-791882823
EVT-00000462,CUS-003407,CMP-0040,2023-11-06 04:27:00,Product View,Mobile,Email,SES-442694154
EVT-00000463,CUS-001069,CMP-0012,2021-09-06 09:30:00,Product View,Tablet,Paid Search,SES-842729390
EVT-00000464,CUS-001192,CMP-0032,2020-01-23 01:35:00,Click,Mobile,SMS,SES-914908567
EVT-00000465,CUS-003327,CMP-0034,2025-11-22 05:31:00,Impression,Mobile,Social,SES-300813039
EVT-00000466,CUS-003938,CMP-0046,2022-09-10 20:47:00,Open,Tablet,Email,SES-162312575
EVT-00000467,CUS-007310,CMP-0047,2023-04-08 07:32:00,Impression,Desktop,Social,SES-543348054
EVT-00000468,CUS-011972,CMP-0012,2021-09-04 18:38:00,Impression,Desktop,Paid Search,SES-609594588
EVT-00000469,CUS-001201,CMP-0023,2020-02-26 16:10:00,Add To Cart,Mobile,Email,SES-469338569
EVT-00000470,CUS-001922,CMP-0004,2024-04-04 06:12:00,Click,Mobile,Paid Search,SES-496624632
EVT-00000471,CUS-011292,CMP-0025,2024-03-29 21:36:00,Impression,Desktop,Paid Search,SES-650321121
EVT-00000472,CUS-003966,CMP-0048,2023-02-16 01:07:00,Product View,Mobile,Social,SES-859423626
EVT-00000473,CUS-011961,CMP-0035,2021-03-04 16:04:00,Product View,Mobile,Email,SES-770201913
EVT-00000474,CUS-001645,CMP-0032,2020-01-28 02:24:00,Product View,Desktop,SMS,SES-946131318
EVT-00000475,CUS-011899,CMP-0003,2021-03-02 13:35:00,Product View,Desktop,Social,SES-790056498
EVT-00000476,CUS-000823,CMP-0018,2026-05-18 15:53:00,Conversion,Desktop,Push,SES-798975723
EVT-00000477,CUS-007190,CMP-0047,2023-03-29 08:09:00,Conversion,Mobile,Social,SES-321516288
EVT-00000478,CUS-004057,CMP-0044,2025-04-24 12:08:00,Impression,Tablet,Email,SES-248905806
EVT-00000479,CUS-011186,CMP-0028,2021-11-25 05:23:00,Impression,Tablet,Social,SES-246944854
EVT-00000480,CUS-002788,CMP-0022,2024-11-06 05:25:00,Impression,Tablet,SMS,SES-761766832
EVT-00000481,CUS-007309,CMP-0022,2024-10-06 12:29:00,Impression,Mobile,SMS,SES-769236153
EVT-00000482,CUS-002641,CMP-0005,2026-07-07 04:02:00,Click,Desktop,SMS,SES-813024502
EVT-00000483,CUS-010122,CMP-0034,2025-11-19 10:19:00,Impression,Desktop,Social,SES-649408045
EVT-00000484,CUS-005366,CMP-0045,2022-02-13 04:27:00,Open,Mobile,Social,SES-121567552
EVT-00000485,CUS-003446,CMP-0040,2023-11-14 16:32:00,Click,Mobile,Email,SES-243874511
EVT-00000486,CUS-004651,CMP-0004,2024-04-25 22:38:00,Product View,Mobile,Paid Search,SES-569619754
EVT-00000487,CUS-002334,CMP-0045,2022-03-04 14:17:00,Impression,Desktop,Social,SES-176632915
EVT-00000488,CUS-011836,CMP-0035,2021-03-11 12:24:00,Product View,Mobile,Email,SES-897073779
EVT-00000489,CUS-001430,CMP-0039,2024-12-15 02:19:00,Add To Cart,Tablet,Push,SES-170193184
EVT-00000490,CUS-006863,CMP-0029,2026-06-27 17:10:00,Impression,Tablet,Email,SES-707457249
EVT-00000491,CUS-005223,CMP-0005,2026-07-15 17:12:00,Click,Desktop,SMS,SES-229098879
