payment_id,order_id,customer_id,payment_date,payment_method,payment_provider,payment_status,transaction_reference,amount,refund_amount,failed
PAY-00000212,ORD-00000212,CUS-003508,2022-03-07,Cash,Store POS,Pending,TXN-53680092759,273.12,0.0,1
PAY-00000213,ORD-00000213,CUS-002506,2023-09-05,EFT,Bank Transfer,Successful,TXN-70370268491,82.69,0.0,0
PAY-00000214,ORD-00000214,CUS-001983,2021-04-13,Cash,Store POS,Successful,TXN-49197793183,221.63,0.0,0
PAY-00000215,ORD-00000215,CUS-000614,2023-09-01,EFT,Bank Transfer,Successful,TXN-35193513176,61.91,0.0,0
PAY-00000216,ORD-00000216,CUS-010565,2024-09-26,EFT,Bank Transfer,Successful,TXN-64846438429,391.25,0.0,0
PAY-00000217,ORD-00000217,CUS-007125,2025-11-02,Digital Wallet,WalletPay,Successful,TXN-14792079444,377.98,0.0,0
PAY-00000218,ORD-00000218,CUS-003866,2023-09-22,EFT,Bank Transfer,Successful,TXN-91705350170,397.26,0.0,0
PAY-00000219,ORD-00000219,,2024-01-03,EFT,Bank Transfer,Successful,TXN-14544116457,246.06,0.0,0
PAY-00000220,ORD-00000220,CUS-007772,2026-02-17,EFT,Bank Transfer,Pending,TXN-41171795093,134.63,0.0,1
PAY-00000221,ORD-00000221,CUS-000174,2020-03-25,EFT,Bank Transfer,Reversed,TXN-10511013150,181.52,181.52,1
PAY-00000222,ORD-00000222,CUS-003609,2025-01-27,Card,Bank Gateway,Successful,TXN-70732205714,282.81,0.0,0
PAY-00000223,ORD-00000223,CUS-010014,2026-07-07,Digital Wallet,WalletPay,Successful,TXN-76685526946,657.39,0.0,0
PAY-00000224,ORD-00000224,CUS-011661,2025-07-03,Buy Now Pay Later,FlexPay,Pending,TXN-81587265997,353.43,0.0,1
PAY-00000225,ORD-00000225,CUS-004732,2026-02-24,Buy Now Pay Later,FlexPay,Successful,TXN-56300797355,147.19,0.0,0
PAY-00000226,ORD-00000226,CUS-011480,2026-01-05,EFT,Bank Transfer,Successful,TXN-33608444865,128.36,0.0,0
PAY-00000227,ORD-00000227,CUS-002352,2023-12-04,Cash,Store POS,Successful,TXN-27578382922,219.52,0.0,0
PAY-00000228,ORD-00000228,CUS-003959,2025-05-16,Buy Now Pay Later,FlexPay,Successful,TXN-93753092351,487.47,0.0,0
PAY-00000229,ORD-00000229,CUS-006622,2022-06-05,Card,Bank Gateway,Successful,TXN-69425592133,49.67,0.0,0
PAY-00000230,ORD-00000230,CUS-011457,2020-10-14,EFT,Bank Transfer,Successful,TXN-21725378620,205.73,0.0,0
PAY-00000231,ORD-00000231,CUS-006509,2020-07-25,Card,Bank Gateway,Successful,TXN-69142367737,139.82,0.0,0
PAY-00000232,ORD-00000232,CUS-008312,2021-03-27,Buy Now Pay Later,FlexPay,Successful,TXN-34136086688,154.44,0.0,0
PAY-00000233,ORD-00000233,CUS-001387,2024-10-28,EFT,Bank Transfer,Successful,TXN-80315012539,383.78,0.0,0
PAY-00000234,ORD-00000234,CUS-006992,2022-09-05,Card,Bank Gateway,Successful,TXN-99918170209,82.73,0.0,0
PAY-00000235,ORD-00000235,CUS-000591,2025-05-29,Cash,Store POS,Successful,TXN-34210793533,120.3,0.0,0
PAY-00000236,ORD-00000236,CUS-002839,2022-03-19,Buy Now Pay Later,FlexPay,Successful,TXN-71953297749,229.05,0.0,0
PAY-00000237,ORD-00000237,CUS-005514,2025-04-08,Buy Now Pay Later,FlexPay,Successful,TXN-83725107043,215.88,0.0,0
PAY-00000238,ORD-00000238,CUS-011413,2025-11-25,Digital Wallet,WalletPay,Successful,TXN-37408252791,250.4,0.0,0
PAY-00000239,ORD-00000239,CUS-003255,2022-03-06,EFT,Bank Transfer,Reversed,TXN-69613019881,64.4,64.4,1
PAY-00000240,ORD-00000240,CUS-003332,2023-06-29,Digital Wallet,WalletPay,Successful,TXN-56366039716,361.88,0.0,0
PAY-00000241,ORD-00000241,CUS-007630,2023-07-29,Cash,Store POS,Successful,TXN-69237524304,416.76,0.0,0
PAY-00000242,ORD-00000242,CUS-000245,2025-11-02,Digital Wallet,WalletPay,Successful,TXN-92691330344,72.76,0.0,0
PAY-00000243,ORD-00000243,CUS-002099,2022-07-01,Digital Wallet,WalletPay,Successful,TXN-43110102077,90.21,0.0,0
PAY-00000244,ORD-00000244,CUS-003473,2022-07-31,Buy Now Pay Later,FlexPay,Successful,TXN-78312050841,117.61,0.0,0
PAY-00000245,ORD-00000245,CUS-001103,2025-03-02,Cash,Store POS,Successful,TXN-77977808311,358.23,0.0,0
PAY-00000246,ORD-00000246,CUS-010247,2026-01-15,Digital Wallet,WalletPay,Successful,TXN-22158120083,492.67,0.0,0
PAY-00000247,ORD-00000247,CUS-008122,2020-03-09,Buy Now Pay Later,FlexPay,Successful,TXN-88903082833,76.72,0.0,0
PAY-00000248,ORD-00000248,CUS-005746,2020-06-23,Cash,Store POS,Successful,TXN-82350393843,153.5,0.0,0
PAY-00000249,ORD-00000249,CUS-000165,2026-03-21,EFT,Bank Transfer,Successful,TXN-52163546240,142.31,0.0,0
PAY-00000250,ORD-00000250,CUS-011649,2022-12-20,Digital Wallet,WalletPay,Successful,TXN-80684200032,204.78,0.0,0
PAY-00000251,ORD-00000251,CUS-009993,2023-09-22,EFT,Bank Transfer,Successful,TXN-15498133291,394.37,0.0,0
PAY-00000252,ORD-00000252,CUS-000131,2026-01-02,Buy Now Pay Later,FlexPay,Pending,TXN-43388834635,192.65,0.0,1
PAY-00000253,ORD-00000253,CUS-009421,2022-08-24,Card,Bank Gateway,Successful,TXN-23406124198,33.48,0.0,0
PAY-00000254,ORD-00000254,CUS-001028,2022-12-30,Digital Wallet,WalletPay,Successful,TXN-43078179785,283.4,0.0,0
PAY-00000255,ORD-00000255,CUS-008084,2025-08-24,Cash,Store POS,Successful,TXN-26181313612,48.02,0.0,0
PAY-00000256,ORD-00000256,CUS-004510,2024-11-18,Card,Bank Gateway,Reversed,TXN-98921604194,119.32,119.32,1
PAY-00000257,ORD-00000257,,2024-08-15,Cash,Store POS,Successful,TXN-97451090011,601.55,0.0,0
PAY-00000258,ORD-00000258,CUS-001309,2022-05-28,Cash,Store POS,Successful,TXN-10449798203,49.65,0.0,0
PAY-00000259,ORD-00000259,CUS-007011,2024-09-04,Cash,Store POS,Successful,TXN-36714308716,37.46,0.0,0
PAY-00000260,ORD-00000260,CUS-010747,2025-07-11,EFT,Bank Transfer,Successful,TXN-96907825104,206.85,0.0,0
PAY-00000261,ORD-00000261,CUS-007032,2026-01-31,Digital Wallet,WalletPay,Successful,TXN-27103302031,187.12,0.0,0
PAY-00000262,ORD-00000262,CUS-001256,2024-03-16,Cash,Store POS,Successful,TXN-75679811144,209.44,0.0,0
PAY-00000263,ORD-00000263,CUS-003393,2025-10-22,Buy Now Pay Later,FlexPay,Successful,TXN-86171406275,53.1,0.0,0
PAY-00000264,ORD-00000264,CUS-004472,2025-05-30,Card,Bank Gateway,Successful,TXN-58085763115,47.96,0.0,0
PAY-00000265,ORD-00000265,CUS-004755,2024-11-15,Card,Bank Gateway,Successful,TXN-65746916141,150.78,0.0,0
PAY-00000266,ORD-00000266,CUS-001394,2023-07-29,Card,Bank Gateway,Successful,TXN-25879887506,72.45,0.0,0
PAY-00000267,ORD-00000267,CUS-001917,2022-11-24,Card,Bank Gateway,Successful,TXN-36730546557,547.37,0.0,0
PAY-00000268,ORD-00000268,CUS-000383,2024-03-31,EFT,Bank Transfer,Successful,TXN-98137525539,380.41,0.0,0
PAY-00000269,ORD-00000269,CUS-008827,2025-11-24,Cash,Store POS,Reversed,TXN-73346685932,476.63,476.63,1
PAY-00000270,ORD-00000270,CUS-006685,2023-07-10,Card,Bank Gateway,Successful,TXN-76173081610,145.03,0.0,0
PAY-00000271,ORD-00000271,CUS-003798,2024-08-30,Cash,Store POS,Successful,TXN-77041599547,420.88,0.0,0
PAY-00000272,ORD-00000272,CUS-004886,2023-10-12,Buy Now Pay Later,FlexPay,Successful,TXN-44794341817,55.88,0.0,0
PAY-00000273,ORD-00000273,CUS-000933,2024-04-28,Card,Bank Gateway,Successful,TXN-93023206279,500.73,0.0,0
PAY-00000274,ORD-00000274,CUS-005203,2024-08-04,Cash,Store POS,Successful,TXN-44365933727,459.56,0.0,0
PAY-00000275,ORD-00000275,CUS-005797,2020-05-06,EFT,Bank Transfer,Successful,TXN-78092607791,326.84,0.0,0
PAY-00000276,ORD-00000276,CUS-002224,2020-10-21,Card,Bank Gateway,Successful,TXN-20622340616,1003.73,0.0,0
PAY-00000277,ORD-00000277,CUS-009819,2020-04-04,Digital Wallet,WalletPay,Successful,TXN-30517227017,314.48,0.0,0
PAY-00000278,ORD-00000278,CUS-001947,2025-02-13,Cash,Store POS,Successful,TXN-67382866321,1167.61,0.0,0
PAY-00000279,ORD-00000279,CUS-001173,2025-12-19,Cash,Store POS,Successful,TXN-19266262631,60.01,0.0,0
PAY-00000280,ORD-00000280,CUS-011749,2022-05-14,Card,Bank Gateway,Successful,TXN-34880530073,480.24,0.0,0
PAY-00000281,ORD-00000281,CUS-008177,2020-07-03,EFT,Bank Transfer,Successful,TXN-47485108731,547.41,0.0,0
PAY-00000282,ORD-00000282,CUS-001286,2020-01-31,Cash,Store POS,Successful,TXN-58086588527,554.76,0.0,0
PAY-00000283,ORD-00000283,CUS-007396,2022-12-19,Card,Bank Gateway,Successful,TXN-41739007060,87.89,0.0,0
PAY-00000284,ORD-00000284,CUS-010806,2024-04-15,Buy Now Pay Later,FlexPay,Successful,TXN-28148049355,279.72,0.0,0
PAY-00000285,ORD-00000285,CUS-006185,2022-03-21,EFT,Bank Transfer,Successful,TXN-30808117643,70.98,0.0,0
PAY-00000286,ORD-00000286,CUS-008152,2024-02-02,Card,Bank Gateway,Successful,TXN-79782308765,164.15,0.0,0
PAY-00000287,ORD-00000287,CUS-009428,2021-01-08,Buy Now Pay Later,FlexPay,Successful,TXN-63953859842,308.89,0.0,0
PAY-00000288,ORD-00000288,CUS-007614,2024-11-01,Digital Wallet,WalletPay,Successful,TXN-50918986434,685.33,0.0,0
PAY-00000289,ORD-00000289,CUS-005852,2022-03-15,Cash,Store POS,Successful,TXN-30872529539,151.69,0.0,0
PAY-00000290,ORD-00000290,CUS-010802,2026-08-26,Cash,Store POS,Successful,TXN-29252209457,662.82,0.0,0
PAY-00000291,ORD-00000291,CUS-002010,2025-02-15,Buy Now Pay Later,FlexPay,Successful,TXN-72299945933,79.72,0.0,0
PAY-00000292,ORD-00000292,CUS-001348,2023-01-28,Buy Now Pay Later,FlexPay,Successful,TXN-65548227052,336.84,0.0,0
PAY-00000293,ORD-00000293,CUS-011596,2026-04-22,Buy Now Pay Later,FlexPay,Reversed,TXN-36074030017,99.34,99.34,1
PAY-00000294,ORD-00000294,CUS-010985,2026-06-27,Digital Wallet,WalletPay,Successful,TXN-42321525446,169.3,0.0,0
PAY-00000295,ORD-00000295,CUS-003462,2021-04-25,Buy Now Pay Later,FlexPay,Successful,TXN-68109014573,193.02,0.0,0
PAY-00000296,ORD-00000296,CUS-007480,2023-11-07,EFT,Bank Transfer,Successful,TXN-64427824601,167.63,0.0,0
PAY-00000297,ORD-00000297,CUS-008614,2024-05-12,EFT,Bank Transfer,Successful,TXN-25180625492,177.75,0.0,0
PAY-00000298,ORD-00000298,CUS-002836,2022-05-21,Digital Wallet,WalletPay,Successful,TXN-45009956581,212.34,0.0,0
PAY-00000299,ORD-00000299,CUS-005221,2026-08-28,Digital Wallet,WalletPay,Successful,TXN-87637396425,770.63,0.0,0
PAY-00000300,ORD-00000300,CUS-009364,2024-07-07,Cash,Store POS,Successful,TXN-35507709054,166.58,0.0,0
PAY-00000301,ORD-00000301,CUS-000736,2025-01-27,Cash,Store POS,Successful,TXN-53131606348,92.17,0.0,0
PAY-00000302,ORD-00000302,CUS-006388,2021-04-23,Buy Now Pay Later,FlexPay,Successful,TXN-47211835557,504.65,0.0,0
PAY-00000303,ORD-00000303,CUS-003404,2026-01-04,Cash,Store POS,Successful,TXN-69203559314,392.39,0.0,0
PAY-00000304,ORD-00000304,CUS-006590,2026-06-09,Digital Wallet,WalletPay,Successful,TXN-28918000213,114.7,0.0,0
PAY-00000305,ORD-00000305,CUS-002691,2026-01-10,EFT,Bank Transfer,Successful,TXN-65658482460,192.77,0.0,0
PAY-00000306,ORD-00000306,CUS-010290,2022-12-09,Card,Bank Gateway,Successful,TXN-50802393099,125.25,0.0,0
PAY-00000307,ORD-00000307,CUS-000031,2026-03-23,Digital Wallet,WalletPay,Reversed,TXN-13763279537,307.54,307.54,1
PAY-00000308,ORD-00000308,CUS-010070,2020-01-26,Buy Now Pay Later,FlexPay,Successful,TXN-47897171416,110.99,0.0,0
PAY-00000309,ORD-00000309,CUS-005393,2021-05-10,Digital Wallet,WalletPay,Successful,TXN-16285699329,114.6,0.0,0
PAY-00000310,ORD-00000310,CUS-010632,2024-05-14,EFT,Bank Transfer,Successful,TXN-22877906670,130.03,0.0,0
PAY-00000311,ORD-00000311,CUS-000614,2025-02-23,EFT,Bank Transfer,Successful,TXN-71499116259,251.91,0.0,0
PAY-00000312,ORD-00000312,CUS-010331,2020-10-19,Card,Bank Gateway,Successful,TXN-67752216880,353.52,0.0,0
PAY-00000313,ORD-00000313,CUS-006547,2021-12-14,Buy Now Pay Later,FlexPay,Successful,TXN-12396175732,57.17,0.0,0
PAY-00000314,ORD-00000314,CUS-008235,2020-08-04,EFT,Bank Transfer,Successful,TXN-97463665187,299.61,0.0,0
PAY-00000315,ORD-00000315,CUS-000986,2020-09-09,Buy Now Pay Later,FlexPay,Successful,TXN-50604406885,57.27,0.0,0
PAY-00000316,ORD-00000316,CUS-001443,2020-02-27,EFT,Bank Transfer,Successful,TXN-48591675985,457.67,0.0,0
PAY-00000317,ORD-00000317,CUS-008340,2026-08-09,Buy Now Pay Later,FlexPay,Successful,TXN-98597033168,900.9,0.0,0
PAY-00000318,ORD-00000318,CUS-000698,2025-11-19,Card,Bank Gateway,Successful,TXN-52824617051,642.33,0.0,0
PAY-00000319,ORD-00000319,CUS-009825,2024-01-21,Buy Now Pay Later,FlexPay,Pending,TXN-29452849699,522.48,0.0,1
PAY-00000320,ORD-00000320,CUS-007674,2020-03-22,Card,Bank Gateway,Successful,TXN-82439995513,352.67,0.0,0
PAY-00000321,ORD-00000321,CUS-003082,2024-11-12,Buy Now Pay Later,FlexPay,Successful,TXN-69683874378,539.89,0.0,0
PAY-00000322,ORD-00000322,CUS-001341,2023-07-31,Cash,Store POS,Successful,TXN-71368038150,321.32,0.0,0
PAY-00000323,ORD-00000323,CUS-007999,2025-03-04,EFT,Bank Transfer,Successful,TXN-62862313252,92.31,0.0,0
PAY-00000324,ORD-00000324,CUS-005447,2023-04-06,Digital Wallet,WalletPay,Successful,TXN-69946586767,246.82,0.0,0
PAY-00000325,ORD-00000325,CUS-010749,2020-01-21,Cash,Store POS,Successful,TXN-38000747647,82.86,0.0,0
PAY-00000326,ORD-00000326,,2026-01-26,Card,Bank Gateway,Successful,TXN-71010021989,461.34,0.0,0
PAY-00000327,ORD-00000327,CUS-003255,2025-11-11,Cash,Store POS,Successful,TXN-73152047087,116.42,0.0,0
PAY-00000328,ORD-00000328,CUS-004716,2026-01-26,EFT,Bank Transfer,Successful,TXN-70830467004,119.17,0.0,0
PAY-00000329,ORD-00000329,CUS-006655,2024-05-29,Digital Wallet,WalletPay,Successful,TXN-77986839370,136.61,0.0,0
PAY-00000330,ORD-00000330,CUS-006184,2026-02-19,Buy Now Pay Later,FlexPay,Successful,TXN-66892943119,455.03,0.0,0
PAY-00000331,ORD-00000331,CUS-010400,2020-06-22,Card,Bank Gateway,Pending,TXN-61071819012,103.86,0.0,1
PAY-00000332,ORD-00000332,CUS-000597,2022-08-31,EFT,Bank Transfer,Successful,TXN-34890520325,591.68,0.0,0
PAY-00000333,ORD-00000333,CUS-007090,2022-02-18,Buy Now Pay Later,FlexPay,Successful,TXN-76006588795,142.56,0.0,0
PAY-00000334,ORD-00000334,CUS-011958,2023-02-26,Digital Wallet,WalletPay,Successful,TXN-58634968663,654.36,0.0,0
PAY-00000335,ORD-00000335,CUS-002334,2020-04-10,Buy Now Pay Later,FlexPay,Successful,TXN-19071719481,164.95,0.0,0
PAY-00000336,ORD-00000336,CUS-004903,2025-07-02,Digital Wallet,WalletPay,Successful,TXN-34902446386,793.19,0.0,0
PAY-00000337,ORD-00000337,CUS-004677,2021-12-28,Cash,Store POS,Successful,TXN-56060843812,201.66,0.0,0
PAY-00000338,ORD-00000338,,2020-10-19,Card,Bank Gateway,Successful,TXN-80703917205,182.86,0.0,0
PAY-00000339,ORD-00000339,CUS-006435,2021-04-26,Cash,Store POS,Successful,TXN-14914317429,136.3,0.0,0
PAY-00000340,ORD-00000340,CUS-006930,2020-10-05,Digital Wallet,WalletPay,Successful,TXN-58226901077,278.59,0.0,0
PAY-00000341,ORD-00000341,CUS-004329,2024-07-28,EFT,Bank Transfer,Successful,TXN-54602212323,141.06,0.0,0
PAY-00000342,ORD-00000342,CUS-011343,2026-02-21,Digital Wallet,WalletPay,Successful,TXN-58827542744,437.67,0.0,0
PAY-00000343,ORD-00000343,CUS-002553,2020-07-22,Card,Bank Gateway,Successful,TXN-60961624048,112.16,0.0,0
PAY-00000344,ORD-00000344,CUS-009168,2020-03-12,Digital Wallet,WalletPay,Successful,TXN-59886267516,187.5,0.0,0
PAY-00000345,ORD-00000345,CUS-005796,2025-11-12,Card,Bank Gateway,Successful,TXN-88849814694,1180.32,0.0,0
PAY-00000346,ORD-00000346,CUS-007443,2022-07-20,Cash,Store POS,Successful,TXN-56556255039,84.73,0.0,0
PAY-00000347,ORD-00000347,CUS-011016,2020-10-20,Card,Bank Gateway,Successful,TXN-96583268976,240.48,0.0,0
PAY-00000348,ORD-00000348,CUS-009874,2021-04-19,EFT,Bank Transfer,Successful,TXN-25593405580,370.3,0.0,0
PAY-00000349,ORD-00000349,CUS-001223,2024-07-04,Buy Now Pay Later,FlexPay,Successful,TXN-70950623015,533.76,0.0,0
PAY-00000350,ORD-00000350,CUS-010322,2020-07-23,Digital Wallet,WalletPay,Successful,TXN-17484652519,125.59,0.0,0
PAY-00000351,ORD-00000351,CUS-008646,2022-09-06,Buy Now Pay Later,FlexPay,Successful,TXN-15367818914,138.39,0.0,0
PAY-00000352,ORD-00000352,CUS-004596,2026-06-28,Buy Now Pay Later,FlexPay,Successful,TXN-28965813757,534.58,0.0,0
PAY-00000353,ORD-00000353,CUS-005953,2022-11-14,EFT,Bank Transfer,Successful,TXN-14267009282,168.91,0.0,0
PAY-00000354,ORD-00000354,CUS-005204,2021-02-07,Cash,Store POS,Successful,TXN-60693385952,275.56,0.0,0
PAY-00000355,ORD-00000355,CUS-003765,2025-01-21,Digital Wallet,WalletPay,Successful,TXN-87232948160,527.57,0.0,0
PAY-00000356,ORD-00000356,CUS-002035,2022-11-17,Buy Now Pay Later,FlexPay,Successful,TXN-76760423130,56.08,0.0,0
PAY-00000357,ORD-00000357,CUS-005947,2022-08-26,Card,Bank Gateway,Successful,TXN-23520329348,120.22,0.0,0
PAY-00000358,ORD-00000358,CUS-008746,2021-09-15,Digital Wallet,WalletPay,Successful,TXN-92569179563,157.69,0.0,0
PAY-00000359,ORD-00000359,CUS-009602,2025-01-07,Buy Now Pay Later,FlexPay ,Successful,TXN-71996408127,128.69,0.0,0
PAY-00000360,ORD-00000360,CUS-002457,2023-04-10,EFT,Bank Transfer,Successful,TXN-97572106457,143.36,0.0,0
PAY-00000361,ORD-00000361,CUS-007175,2023-03-24,Buy Now Pay Later,FlexPay,Successful,TXN-94820133212,69.86,0.0,0
PAY-00000362,ORD-00000362,CUS-010689,2025-02-09,Digital Wallet,WalletPay,Successful,TXN-57429060872,216.49,0.0,0
PAY-00000363,ORD-00000363,CUS-006393,2022-06-02,Card,Bank Gateway,Successful,TXN-25633483837,99.65,0.0,0
PAY-00000364,ORD-00000364,CUS-008737,2024-05-24,Digital Wallet,WalletPay,Successful,TXN-78676339008,396.08,0.0,0
PAY-00000365,ORD-00000365,CUS-000653,2021-02-22,Cash,Store POS,Successful,TXN-55433878619,149.2,0.0,0
PAY-00000366,ORD-00000366,CUS-009206,2023-10-23,Buy Now Pay Later,FlexPay,Successful,TXN-32891093230,896.45,0.0,0
PAY-00000367,ORD-00000367,CUS-006136,2022-11-09,Digital Wallet,WalletPay,Successful,TXN-32381611878,365.71,0.0,0
PAY-00000368,ORD-00000368,,2023-05-27,EFT,Bank Transfer,Successful,TXN-72532723138,845.28,0.0,0
PAY-00000369,ORD-00000369,CUS-010598,2022-06-07,Digital Wallet,WalletPay,Successful,TXN-56405091557,602.0,0.0,0
PAY-00000370,ORD-00000370,CUS-008268,2020-11-16,Card,Bank Gateway,Pending,TXN-82457723581,84.63,0.0,1
PAY-00000371,ORD-00000371,CUS-006851,2026-02-18,Card,Bank Gateway,Successful,TXN-41457775453,214.61,0.0,0
PAY-00000372,ORD-00000372,CUS-011125,2022-09-06,Digital Wallet,WalletPay,Successful,TXN-55641815499,87.1,0.0,0
PAY-00000373,ORD-00000373,,2024-12-23,Cash,Store POS,Successful,TXN-58458383261,247.57,0.0,0
PAY-00000374,ORD-00000374,CUS-004808,2026-01-12,EFT,Bank Transfer,Successful,TXN-30993725522,499.28,0.0,0
PAY-00000375,ORD-00000375,CUS-002693,2022-12-15,Digital Wallet,WalletPay,Pending,TXN-97163363941,669.97,0.0,1
PAY-00000376,ORD-00000376,CUS-011952,2025-06-20,Card,Bank Gateway,Successful,TXN-25901712198,69.44,0.0,0
PAY-00000377,ORD-00000377,CUS-001193,2022-12-04,EFT,Bank Transfer,Successful,TXN-13954995678,47.96,0.0,0
PAY-00000378,ORD-00000378,CUS-008554,2020-06-06,Digital Wallet,WalletPay,Successful,TXN-65625240574,105.26,0.0,0
PAY-00000379,ORD-00000379,CUS-011263,2025-11-17,Digital Wallet,WalletPay,Successful,TXN-45339844706,338.34,0.0,0
PAY-00000380,ORD-00000380,CUS-003146,2025-08-07,Digital Wallet,WalletPay,Successful,TXN-13492204928,110.43,0.0,0
PAY-00000381,ORD-00000381,CUS-004127,2023-10-09,EFT,Bank Transfer,Successful,TXN-55589706662,398.36,0.0,0
PAY-00000382,ORD-00000382,CUS-005571,2025-07-08,Buy Now Pay Later,FlexPay,Successful,TXN-13926516728,151.25,0.0,0
PAY-00000383,ORD-00000383,CUS-001864,2024-06-17,Buy Now Pay Later,FlexPay,Successful,TXN-18553485893,505.59,0.0,0
PAY-00000384,ORD-00000384,CUS-003517,2025-05-05,EFT,Bank Transfer,Successful,TXN-20630350333,202.1,0.0,0
PAY-00000385,ORD-00000385,CUS-006324,2020-05-18,Digital Wallet,WalletPay,Successful,TXN-86418198296,204.16,0.0,0
PAY-00000386,ORD-00000386,CUS-011886,2025-06-06,Digital Wallet,WalletPay,Successful,TXN-35747903815,211.34,0.0,0
PAY-00000387,ORD-00000387,CUS-006680,2021-06-05,Card,Bank Gateway,Successful,TXN-95741772999,243.39,0.0,0
PAY-00000388,ORD-00000388,CUS-010822,2026-07-20,Card,Bank Gateway,Successful,TXN-81133553537,284.77,0.0,0
PAY-00000389,ORD-00000389,CUS-011266,2026-06-09,Digital Wallet,WalletPay,Successful,TXN-35710714042,330.47,0.0,0
PAY-00000390,ORD-00000390,CUS-011041,2020-05-14,Cash,Store POS,Successful,TXN-87462343049,230.06,0.0,0
PAY-00000391,ORD-00000391,CUS-007103,2024-05-05,Card,Bank Gateway,Successful,TXN-56385923314,478.43,0.0,0
PAY-00000392,ORD-00000392,,2022-07-23,Buy Now Pay Later,FlexPay,Successful,TXN-29201499610,87.66,0.0,0
PAY-00000393,ORD-00000393,CUS-009311,2021-09-12,Cash,Store POS,Successful,TXN-72555758665,164.04,0.0,0
PAY-00000394,ORD-00000394,CUS-002184,2026-06-15,Card,Bank Gateway,Successful,TXN-30926764331,642.02,0.0,0
PAY-00000395,ORD-00000395,CUS-005530,2022-09-04,Buy Now Pay Later,FlexPay,Successful,TXN-88962699654,396.02,0.0,0
PAY-00000396,ORD-00000396,CUS-003261,2023-09-07,Cash,Store POS,Successful,TXN-77385136926,220.03,0.0,0
PAY-00000397,ORD-00000397,CUS-003396,2022-02-01,Digital Wallet,WalletPay,Successful,TXN-11955186920,332.22,0.0,0
PAY-00000398,ORD-00000398,CUS-008186,2024-07-18,Buy Now Pay Later,FlexPay,Successful,TXN-64758673815,291.26,0.0,0
PAY-00000399,ORD-00000399,CUS-001945,2021-09-06,Card,Bank Gateway,Successful,TXN-78729085468,143.41,0.0,0
PAY-00000400,ORD-00000400,CUS-005747,2022-05-30,EFT,Bank Transfer,Successful,TXN-89541038996,33.9,0.0,0
PAY-00000401,ORD-00000401,CUS-001970,2024-09-12,Digital Wallet,WalletPay,Successful,TXN-13638853654,543.4,0.0,0
PAY-00000402,ORD-00000402,CUS-008075,2021-05-30,Card,Bank Gateway,Successful,TXN-63106019728,166.51,0.0,0
PAY-00000403,ORD-00000403,CUS-000592,2025-03-24,Card,Bank Gateway,Successful,TXN-16226158586,212.69,0.0,0
PAY-00000404,ORD-00000404,CUS-006894,2026-07-09,Buy Now Pay Later,FlexPay,Pending,TXN-65801880020,162.6,0.0,1
PAY-00000405,ORD-00000405,CUS-009496,2024-09-09,Buy Now Pay Later,FlexPay,Successful,TXN-30298375742,216.68,0.0,0
PAY-00000406,ORD-00000406,CUS-007080,2022-05-30,Cash,Store POS,Reversed,TXN-66008122643,164.53,164.53,1
PAY-00000407,ORD-00000407,CUS-004446,2021-03-17,Digital Wallet,WalletPay,Successful,TXN-29964654395,92.6,0.0,0
PAY-00000408,ORD-00000408,CUS-000699,2023-09-27,Cash,Store POS,Successful,TXN-45374025925,50.49,0.0,0
PAY-00000409,ORD-00000409,CUS-005372,2022-12-01,EFT,Bank Transfer,Successful,TXN-57284172005,141.1,0.0,0
PAY-00000410,ORD-00000410,CUS-006989,2021-08-16,EFT,Bank Transfer,Successful,TXN-67415950832,242.01,0.0,0
PAY-00000411,ORD-00000411,CUS-000267,2022-06-12,Card,Bank Gateway,Successful,TXN-28990055407,182.32,0.0,0
PAY-00000412,ORD-00000412,CUS-003032,2026-06-11,Cash,Store POS,Pending,TXN-33188275338,607.83,0.0,1
PAY-00000413,ORD-00000413,CUS-006415,2021-02-14,EFT,Bank Transfer,Successful,TXN-62732819499,609.37,0.0,0
PAY-00000414,ORD-00000414,CUS-008949,2021-09-20,Card,Bank Gateway,Successful,TXN-64879329082,360.05,0.0,0
PAY-00000415,ORD-00000415,CUS-001221,2022-04-28,Digital Wallet,WalletPay,Successful,TXN-59707774198,45.54,0.0,0
PAY-00000416,ORD-00000416,CUS-003067,2026-02-02,Buy Now Pay Later,FlexPay,Successful,TXN-97826828165,38.06,0.0,0
