return_id,order_item_id,customer_id,return_request_date,return_received_date,return_reason,return_condition,refund_amount,refund_status,return_channel
RET-00000239,ITM-000002928,CUS-002480,2024-09-20,2024-09-27,Size/Fit,Opened,27.4,Approved,Courier
RET-00000240,ITM-000002943,CUS-009112,2021-01-08,2021-01-16,Changed Mind,Defective,237.12,Pending,Courier
RET-00000241,ITM-000002968,CUS-008357,2025-11-15,2025-11-28,Wrong Item,Defective,46.53,Approved,Courier
RET-00000242,ITM-000002984,CUS-009637,2020-07-05,2020-07-05,Wrong Item,Damaged,179.24,Approved,Courier
RET-00000243,ITM-000002992,CUS-004409,2022-06-29,2022-07-03,Not as Described,Defective,14.98,Pending,Courier
RET-00000244,ITM-000002999,CUS-004370,2024-07-22,2024-08-01,Size/Fit,Defective,39.26,Processed,Store
RET-00000245,ITM-000003039,CUS-006109,2020-06-16,2020-06-25,Not as Described,Opened,63.77,Pending,Courier
RET-00000246,ITM-000003042,CUS-000713,2025-08-13,2025-08-22,Size/Fit,Opened,66.56,Processed,Store
RET-00000247,ITM-000003070,CUS-004223,2025-09-14,2025-09-19,Not as Described,Damaged,60.7,Approved,Courier
RET-00000248,ITM-000003073,CUS-007952,2025-04-24,2025-05-02,Damaged Delivery,Opened,80.42,Approved,Courier
RET-00000249,ITM-000003075,CUS-007952,2025-05-02,2025-05-10,Damaged Delivery,Resellable,354.98,Approved,Store
RET-00000250,ITM-000003087,CUS-011498,2021-10-26,2021-11-02,,Opened,18.96,Processed,Courier
RET-00000251,ITM-000003095,CUS-001101,2020-04-21,2020-04-30,Size/Fit,Damaged,85.03,Pending,Store
RET-00000252,ITM-000003096,CUS-011443,2022-05-08,2022-05-15,Not as Described,Damaged,41.62,Processed,Courier
RET-00000253,ITM-000003113,CUS-006900,2024-05-30,2024-06-02,Defective Product,Opened,31.28,Approved,Store
RET-00000254,ITM-000003120,CUS-001743,2022-10-10,2022-10-20,Defective Product,Resellable,90.39,Approved,Courier
RET-00000255,ITM-000003145,CUS-009757,2025-11-12,2025-11-15,Defective Product,Defective,98.08,Pending,Courier
RET-00000256,ITM-000003174,CUS-011355,2022-12-04,2022-12-07,Not as Described,Damaged,133.29,Approved,Store
RET-00000257,ITM-000003175,CUS-011355,2022-11-27,2022-12-07,Size/Fit,Damaged,55.23,Pending,Courier
RET-00000258,ITM-000003187,CUS-001506,2022-06-07,2022-06-20,,Resellable,315.59,Processed,Store
RET-00000259,ITM-000003189,CUS-000873,2023-12-25,2024-01-02,Defective Product,Damaged,95.98,Pending,Courier
RET-00000260,ITM-000003195,CUS-002092,2024-09-18,2024-09-22,Not as Described,Resellable,96.35,Processed,Courier
RET-00000261,ITM-000003209,CUS-005024,2023-11-22,2023-11-27,Not as Described,Opened,76.85,Pending,Courier
RET-00000262,ITM-000003215,CUS-007827,2024-11-13,2024-11-14,Not as Described,Damaged,105.94,Processed,Courier
RET-00000263,ITM-000003250,CUS-006048,2020-02-12,2020-02-19,,Damaged,44.25,Approved,Courier
RET-00000264,ITM-000003267,CUS-010097,2022-03-08,2022-03-09,Changed Mind,Opened,87.95,Approved,Courier
RET-00000265,ITM-000003272,CUS-003904,2025-03-18,2025-03-31,Size/Fit,Opened,177.99,Approved,Courier
RET-00000266,ITM-000003280,CUS-000311,2024-09-26,2024-10-04,Not as Described,Defective,86.36,Approved,Courier
RET-00000267,ITM-000003303,CUS-001548,2024-08-09,2024-08-14,Defective Product,Damaged,86.96,Pending,Store
RET-00000268,ITM-000003336,CUS-002798,2024-02-01,2024-02-14,Changed Mind,Resellable,36.0,Pending,Courier
RET-00000269,ITM-000003340,CUS-009860,2026-03-24,2026-04-05,Changed Mind,Opened,20.91,Approved,Courier
RET-00000270,ITM-000003341,CUS-008351,2023-12-23,2024-01-02,Wrong Item,Defective,61.6,Pending,Store
RET-00000271,ITM-000003352,CUS-007608,2025-07-03,2025-07-08,Changed Mind,Defective,80.29,Processed,Store
RET-00000272,ITM-000003360,CUS-006695,2025-02-06,2025-02-15,Wrong Item,Resellable,82.26,Pending,Store
RET-00000273,ITM-000003361,CUS-011328,2025-08-09,2025-08-21,Defective Product,Defective,295.03,Pending,Store
RET-00000274,ITM-000003385,CUS-011122,2024-08-25,2024-09-06,Not as Described,Resellable,148.87,Pending,Courier
RET-00000275,ITM-000003407,CUS-010540,2020-04-18,2020-04-24,Not as Described,Opened,107.35,Processed,Courier
RET-00000276,ITM-000003428,CUS-001954,2021-04-14,2021-04-14,Changed Mind,Resellable,208.28,Pending,Store
RET-00000277,ITM-000003440,CUS-007243,2023-08-25,2023-09-06,Defective Product,Damaged,63.59,Approved,Store
RET-00000278,ITM-000003459,CUS-006243,2024-03-04,2024-03-12,Changed Mind,Defective,69.44,Approved,Store
RET-00000279,ITM-000003474,CUS-006795,2023-04-16,2023-04-20,Defective Product,Damaged,25.57,Pending,Store
RET-00000280,ITM-000003477,CUS-007806,2023-09-09,2023-09-19,Not as Described,Opened,380.8,Pending,Courier
RET-00000281,ITM-000003481,CUS-003682,2023-02-01,2023-02-04,Changed Mind,Defective,43.93,Pending,Store
RET-00000282,ITM-000003483,CUS-007894,2022-03-31,2022-04-05,Not as Described,Opened,274.7,Processed,Courier
RET-00000283,ITM-000003496,CUS-010299,2025-07-23,2025-07-24,Size/Fit,Opened,40.95,Processed,Courier
RET-00000284,ITM-000003512,CUS-001735,2025-01-27,2025-01-29,Defective Product,Damaged,125.02,Pending,Store
RET-00000285,ITM-000003590,CUS-000182,2022-09-19,2022-09-27,Size/Fit,Resellable,59.31,Processed,Store
RET-00000286,ITM-000003605,CUS-001206,2022-09-19,2022-09-29,Wrong Item,Resellable,38.69,Approved,Courier
RET-00000287,ITM-000003611,CUS-009665,2022-12-03,2022-12-14,Size/Fit,Damaged,37.87,Pending,Store
RET-00000288,ITM-000003613,CUS-004989,2023-12-26,2023-12-29,Size/Fit,Resellable,118.24,Pending,Courier
RET-00000289,ITM-000003637,CUS-002113,2021-08-29,2021-09-11,Changed Mind,Defective,54.8,Pending,Store
RET-00000290,ITM-000003638,CUS-011402,2022-09-01,2022-09-10,Not as Described,Opened,36.4,Approved,Courier
RET-00000291,ITM-000003669,CUS-002428,2021-01-02,2021-01-06,Defective Product,Opened,114.46,Processed,Courier
RET-00000292,ITM-000003677,CUS-007618,2023-12-13,2023-12-13,Not as Described,Damaged,82.08,Approved,Courier
RET-00000293,ITM-000003684,CUS-010145,2023-02-02,2023-02-15,Size/Fit,Opened,21.36,Pending,Courier
RET-00000294,ITM-000003691,CUS-002089,2021-04-06,2021-04-18,,Opened,83.69,Processed,Courier
RET-00000295,ITM-000003694,CUS-006336,2023-08-22,2023-08-30,Defective Product,Damaged,100.83,Processed,Courier
RET-00000296,ITM-000003695,CUS-003842,2024-01-21,2024-01-23,Changed Mind,Damaged,57.94,Processed,Store
RET-00000297,ITM-000003704,CUS-008556,2022-05-19,2022-05-24,Not as Described,Defective,102.39,Pending,Store
RET-00000298,ITM-000003710,CUS-011287,2020-12-19,2020-12-27,Changed Mind,Defective,45.84,Processed,Store
RET-00000299,ITM-000003712,CUS-006054,2022-01-16,2022-01-19,Defective Product,Defective,197.59,Pending,Courier
RET-00000300,ITM-000003723,,2020-05-01,2020-05-06,Not as Described,Damaged,8.48,Approved,Courier
RET-00000301,ITM-000003734,CUS-002906,2024-06-10,2024-06-20,Changed Mind,Resellable,32.73,Processed,Courier
RET-00000302,ITM-000003742,CUS-003861,2021-01-30,2021-02-08,Size/Fit,Damaged,24.25,Approved,Store
RET-00000303,ITM-000003744,CUS-001471,2025-07-21,2025-07-21,Defective Product,Resellable,210.93,Approved,Courier
RET-00000304,ITM-000003749,CUS-009117,2025-03-26,2025-03-29,Changed Mind,Resellable,106.83,Approved,Courier
RET-00000305,ITM-000003768,CUS-004120,2023-03-11,2023-03-22,Changed Mind,Damaged,39.01,Processed,Store
RET-00000306,ITM-000003788,CUS-010455,2020-06-18,2020-06-26,,Opened,33.47,Pending,Courier
RET-00000307,ITM-000003800,CUS-010602,2022-01-19,2022-01-30,Not as Described,Opened,73.58,Pending,Store
RET-00000308,ITM-000003813,CUS-008469,2022-09-21,2022-09-29,Defective Product,Defective,49.67,Approved,Courier
RET-00000309,ITM-000003820,CUS-006513,2025-01-27,2025-01-27,Changed Mind,Resellable,56.27,Processed,Courier
RET-00000310,ITM-000003845,CUS-004149,2022-01-11,2022-01-14,Not as Described,Resellable,19.47,Processed,Store
RET-00000311,ITM-000003846,CUS-004149,2022-01-14,2022-01-17,Changed Mind,Resellable,100.2,Approved,Courier
RET-00000312,ITM-000003870,CUS-007603,2026-06-15,2026-06-28,Changed Mind,Defective,27.36,Approved,Store
RET-00000313,ITM-000003876,CUS-011630,2025-11-18,2025-11-26,Size/Fit,Resellable,503.87,Approved,Courier
RET-00000314,ITM-000003894,,2021-09-27,2021-09-30,Changed Mind,Defective,32.96,Approved,Courier
RET-00000315,ITM-000003933,CUS-008243,2021-06-13,2021-06-21,,Defective,68.27,Processed,Courier
RET-00000316,ITM-000003941,CUS-002199,2020-10-26,2020-11-06,Changed Mind,Opened,9.16,Pending,Store
RET-00000317,ITM-000003977,CUS-011195,2025-10-18,2025-10-24,Changed Mind,Damaged,41.01,Approved,Courier
RET-00000318,ITM-000003981,CUS-001720,2025-07-26,2025-07-26,Changed Mind,Damaged,42.68,Processed,Courier
RET-00000319,ITM-000003982,CUS-004024,2023-12-03,2023-12-09,Size/Fit,Opened,316.95,Processed,Courier
RET-00000320,ITM-000003992,CUS-003539,2022-10-21,2022-11-01,Changed Mind,Damaged,80.5,Processed,Courier
RET-00000321,ITM-000004022,CUS-010392,2025-03-30,2025-04-12,Changed Mind,Resellable,28.82,Processed,Store
RET-00000322,ITM-000004030,CUS-004246,2022-11-26,2022-12-03,Defective Product,Resellable,249.82,Approved,Courier
RET-00000323,ITM-000004038,CUS-002908,2021-04-08,2021-04-09,Size/Fit,Opened,15.05,Pending,Courier
RET-00000324,ITM-000004045,CUS-000670,2024-03-26,2024-04-02,Wrong Item,Resellable,67.23,Pending,Courier
RET-00000325,ITM-000004047,CUS-008359,2020-06-08,2020-06-13,Wrong Item,Resellable,35.43,Processed,Courier
RET-00000326,ITM-000004051,CUS-002145,2024-11-15,2024-11-15,Wrong Item,Resellable,91.79,Approved,Courier
RET-00000327,ITM-000004052,CUS-002145,2024-10-16,2024-10-29,Changed Mind,Damaged,186.35,Pending,Courier
RET-00000328,ITM-000004058,CUS-005601,2026-07-20,2026-07-31,Defective Product,Damaged,103.86,Processed,Courier
RET-00000329,ITM-000004063,CUS-010077,2022-12-23,2022-12-23,Defective Product,Defective,151.57,Approved,Courier
RET-00000330,ITM-000004064,CUS-011996,2025-08-13,2025-08-19,Not as Described,Defective,78.19,Processed,Courier
RET-00000331,ITM-000004081,CUS-011270,2026-06-01,2026-06-01,Defective Product,Damaged,79.39,Pending,Store
RET-00000332,ITM-000004087,CUS-006860,2025-10-12,2025-10-14,Damaged Delivery,Defective,174.34,Approved,Store
RET-00000333,ITM-000004092,CUS-001555,2020-03-27,2020-04-08,Changed Mind,Opened,85.17,Pending,Courier
RET-00000334,ITM-000004101,,2023-06-03,2023-06-11,Changed Mind,Defective,123.29,Approved,Courier
RET-00000335,ITM-000004112,CUS-002082,2023-01-19,2023-01-21,Changed Mind,Opened,57.07,Processed,Courier
RET-00000336,ITM-000004128,CUS-007594,2022-05-10,2022-05-14,Changed Mind,Defective,121.49,Approved,Courier
RET-00000337,ITM-000004129,CUS-007594,2022-04-11,2022-04-18,Defective Product,Defective,32.43,Pending,Courier
RET-00000338,ITM-000004134,CUS-002959,2025-02-26,2025-03-10,Changed Mind,Damaged,33.59,Approved,Courier
RET-00000339,ITM-000004143,CUS-003425,2025-06-21,2025-06-24,Changed Mind,Opened,49.98,Processed,Store
RET-00000340,ITM-000004175,,2022-01-14,2022-01-26,Defective Product,Damaged,34.8,Approved,Store
RET-00000341,ITM-000004178,CUS-007844,2024-05-19,2024-05-19,Not as Described,Defective,131.09,Approved,Courier
RET-00000342,ITM-000004183,CUS-011574,2023-12-29,2024-01-02,Changed Mind,Resellable,168.33,Approved,Store
RET-00000343,ITM-000004191,CUS-009689,2024-09-07,2024-09-08,Wrong Item,Opened,21.18,Processed,Courier
RET-00000344,ITM-000004201,CUS-001772,2024-06-07,2024-06-16,Not as Described,Defective,123.31,Approved,Courier
RET-00000345,ITM-000004202,CUS-001772,2024-06-30,2024-07-09,Defective Product,Defective,59.26,Approved,Courier
RET-00000346,ITM-000004236,CUS-006014,2022-01-11,2022-01-15,Damaged Delivery,Resellable,41.63,Pending,Store
RET-00000347,ITM-000004253,CUS-003864,2026-01-12,2026-01-14,Not as Described,Defective,87.64,Processed,Store
RET-00000348,ITM-000004266,CUS-009415,2021-11-05,2021-11-17,Defective Product,Opened,26.61,Processed,Store
RET-00000349,ITM-000004277,CUS-004223,2024-02-12,2024-02-14,Defective Product,Defective,101.33,Pending,Courier
RET-00000350,ITM-000004279,CUS-004223,2024-02-18,2024-02-28,Damaged Delivery,Damaged,265.35,Processed,Courier
RET-00000351,ITM-000004291,CUS-008309,2024-07-03,2024-07-03,Not as Described,Damaged,191.64,Approved,Store
RET-00000352,ITM-000004305,CUS-006049,2024-03-24,2024-04-03,Changed Mind,Resellable,73.86,Approved,Courier
RET-00000353,ITM-000004322,CUS-011947,2024-11-04,2024-11-04,Size/Fit,Resellable,91.0,Processed,Courier
RET-00000354,ITM-000004333,CUS-006972,2021-02-01,2021-02-05,,Defective,30.51,Pending,Store
RET-00000355,ITM-000004335,CUS-006502,2020-08-31,2020-09-02,Changed Mind,Resellable,66.94,Processed,Store
RET-00000356,ITM-000004338,CUS-002992,2022-03-18,2022-03-23,Changed Mind,Opened,39.86,Pending,Courier
RET-00000357,ITM-000004364,CUS-009402,2024-03-09,2024-03-14,Not as Described,Damaged,15.52,Processed,Courier
RET-00000358,ITM-000004392,CUS-011005,2022-05-10,2022-05-17,Changed Mind,Resellable,227.95,Processed,Store
RET-00000359,ITM-000004410,CUS-008861,2021-01-25,2021-02-05,Changed Mind,Resellable,11.29,Approved,Courier
RET-00000360,ITM-000004422,CUS-002075,2023-04-13,2023-04-26,Defective Product,Resellable,50.98,Approved,Store
RET-00000361,ITM-000004423,CUS-002075,2023-03-29,2023-04-06,Size/Fit,Defective,23.19,Pending,Courier
RET-00000362,ITM-000004427,CUS-005797,2024-11-13,2024-11-19,Changed Mind,Defective,129.19,Processed,Courier
RET-00000363,ITM-000004455,CUS-010196,2023-11-07,2023-11-20,Wrong Item,Opened,30.8,Pending,Courier
RET-00000364,ITM-000004477,CUS-009862,2021-07-29,2021-08-11,Changed Mind,Resellable,103.53,Processed,Store
RET-00000365,ITM-000004516,CUS-005155,2025-08-08,2025-08-09,Size/Fit,Damaged,48.17,Approved,Courier
RET-00000366,ITM-000004523,CUS-010375,2023-11-08,2023-11-08,Damaged Delivery,Damaged,98.58,Pending,Store
RET-00000367,ITM-000004528,CUS-004234,2026-06-02,2026-06-07,Changed Mind,Defective,224.24,Pending,Store
RET-00000368,ITM-000004534,CUS-010148,2025-08-07,2025-08-11,Size/Fit,Defective,85.37,Processed,Courier
RET-00000369,ITM-000004559,CUS-006530,2026-07-09,2026-07-17,,Damaged,145.53,Pending,Courier
RET-00000370,ITM-000004576,CUS-000950,2021-04-04,2021-04-10,Changed Mind,Defective,24.17,Approved,Courier
RET-00000371,ITM-000004582,CUS-009362,2022-10-24,2022-11-04,Size/Fit,Resellable,25.43,Approved,Store
RET-00000372,ITM-000004587,CUS-008502,2026-05-19,2026-05-19,Changed Mind,Resellable,168.6,Processed,Courier
RET-00000373,ITM-000004618,CUS-000184,2025-08-02,2025-08-08,Defective Product,Opened,110.72,Processed,Store
RET-00000374,ITM-000004624,CUS-001460,2024-06-25,2024-07-07,Changed Mind,Defective,97.9,Approved,Courier
RET-00000375,ITM-000004626,CUS-007259,2025-10-11,2025-10-18,Changed Mind,Defective,57.63,Approved,Courier
RET-00000376,ITM-000004630,CUS-000125,2024-03-13,2024-03-15,Defective Product,Defective,38.03,Pending,Store
RET-00000377,ITM-000004648,CUS-003965,2023-01-13,2023-01-22,Damaged Delivery,Defective,127.87,Pending,Courier
RET-00000378,ITM-000004649,CUS-011540,2024-01-12,2024-01-22,Damaged Delivery,Damaged,50.92,Approved,Store
RET-00000379,ITM-000004650,CUS-011540,2024-01-15,2024-01-26,Other,Resellable,19.17,Processed,Store
RET-00000380,ITM-000004664,CUS-005095,2021-12-16,2021-12-16,Size/Fit,Damaged,38.94,Approved,Courier
RET-00000381,ITM-000004675,CUS-001898,2022-05-11,2022-05-24,Not as Described,Resellable,62.8,Approved,Courier
RET-00000382,ITM-000004690,CUS-005279,2021-11-03,2021-11-04,Changed Mind,Defective,75.95,Processed,Store
RET-00000383,ITM-000004726,CUS-006283,2022-06-13,2022-06-16,Not as Described,Defective,106.9,Approved,Store
RET-00000384,ITM-000004740,CUS-002146,2024-12-04,2024-12-11,Size/Fit,Damaged,155.79,Pending,Store
RET-00000385,ITM-000004783,CUS-002406,2022-10-21,2022-11-03,Size/Fit,Defective,52.4,Approved,Courier
RET-00000386,ITM-000004796,CUS-007416,2021-09-30,2021-10-10,Not as Described,Defective,105.81,Approved,Store
RET-00000387,ITM-000004800,CUS-000094,2020-03-28,2020-04-07,Defective Product,Defective,51.01,Approved,Courier
RET-00000388,ITM-000004815,CUS-001525,2020-02-15,2020-02-24,Changed Mind,Opened,74.47,Processed,Store
RET-00000389,ITM-000004843,CUS-004789,2021-04-17,2021-04-30,Changed Mind,Defective,152.33,Pending,Courier
RET-00000390,ITM-000004852,CUS-006216,2022-04-01,2022-04-14,Size/Fit,Opened,16.52,Processed,Store
RET-00000391,ITM-000004854,CUS-006497,2023-03-08,2023-03-10,Not as Described,Resellable,65.6,Pending,Courier
RET-00000392,ITM-000004867,CUS-009272,2026-01-30,2026-02-12,Defective Product,Damaged,68.37,Approved,Store
RET-00000393,ITM-000004871,CUS-000358,2021-12-16,2021-12-28,,Resellable,247.1,Processed,Store
RET-00000394,ITM-000004872,CUS-003210,2021-02-02,2021-02-04,Defective Product,Defective,20.48,Approved,Store
RET-00000395,ITM-000004901,CUS-004453,2026-05-16,2026-05-19,Changed Mind,Opened,108.32,Pending,Courier
RET-00000396,ITM-000004924,CUS-001262,2024-01-26,2024-02-06,Defective Product,Resellable,25.75,Pending,Store
RET-00000397,ITM-000004945,CUS-001552,2020-08-12,2020-08-13,Wrong Item,Defective,516.78,Pending,Store
RET-00000398,ITM-000004961,CUS-007840,2024-12-02,2024-12-14,Size/Fit,Damaged,99.17,Processed,Store
RET-00000399,ITM-000004968,CUS-001220,2022-06-18,2022-06-20,Defective Product,Damaged,343.28,Processed,Store
RET-00000400,ITM-000005007,CUS-004557,2023-10-23,2023-11-01,Damaged Delivery,Resellable,73.47,Pending,Store
RET-00000401,ITM-000005009,CUS-003577,2020-10-01,2020-10-04,Changed Mind,Opened,59.28,Processed,Store
RET-00000402,ITM-000005014,CUS-009824,2026-08-22,2026-08-28,Not as Described,Opened,98.65,Approved,Courier
RET-00000403,ITM-000005018,CUS-000823,2024-09-23,2024-09-27,Defective Product,Defective,300.51,Pending,Courier
RET-00000404,ITM-000005067,CUS-011278,2025-12-16,2025-12-16,Not as Described,Defective,70.3,Pending,Courier
RET-00000405,ITM-000005093,CUS-007541,2024-12-17,2024-12-19,Changed Mind,Opened,144.63,Approved,Courier
RET-00000406,ITM-000005112,CUS-000572,2025-08-20,2025-08-29,Size/Fit,Opened,295.03,Processed,Courier
RET-00000407,ITM-000005125,CUS-003428,2026-01-28,2026-02-04,Changed Mind,Defective,263.58,Approved,Courier
RET-00000408,ITM-000005135,CUS-004287,2020-07-16,2020-07-18,Not as Described,Defective,90.6,Approved,Courier
RET-00000409,ITM-000005149,CUS-003493,2022-01-07,2022-01-11,Damaged Delivery,Defective,111.83,Approved,Store
RET-00000410,ITM-000005169,CUS-010229,2024-03-18,2024-03-18,Changed Mind,Opened,1267.74,Approved,Courier
RET-00000411,ITM-000005171,CUS-010229,2024-03-20,2024-03-30,Damaged Delivery,Resellable,116.62,Processed,Store
RET-00000412,ITM-000005183,CUS-006313,2021-02-07,2021-02-10,Other,Defective,27.55,Approved,Courier
RET-00000413,ITM-000005187,CUS-002195,2023-01-13,2023-01-20,Size/Fit,Resellable,39.64,Pending,Store
RET-00000414,ITM-000005206,CUS-000649,2026-04-02,2026-04-14,Size/Fit,Damaged,145.29,Processed,Store
RET-00000415,ITM-000005241,CUS-007813,2021-03-31,2021-04-07,Damaged Delivery,Resellable,38.8,Processed,Store
RET-00000416,ITM-000005267,CUS-000884,2026-08-21,2026-09-03,Defective Product,Damaged,30.16,Pending,Courier
RET-00000417,ITM-000005268,CUS-000884,2026-08-27,2026-08-30,Changed Mind,Opened,33.07,Pending,Store
RET-00000418,ITM-000005271,CUS-009301,2026-05-12,2026-05-13,Not as Described,Defective,24.14,Approved,Courier
RET-00000419,ITM-000005273,CUS-004834,2022-11-15,2022-11-27,Wrong Item,Resellable,33.55,Pending,Store
RET-00000420,ITM-000005294,CUS-008712,2026-07-27,2026-08-08,Damaged Delivery,Resellable,183.24,Approved,Courier
RET-00000421,ITM-000005325,CUS-002530,2024-03-02,2024-03-05,Wrong Item,Resellable,26.86,Pending,Store
RET-00000422,ITM-000005368,CUS-010102,2024-05-07,2024-05-20,Size/Fit,Resellable,38.66,Processed,Store
RET-00000423,ITM-000005383,,2022-02-28,2022-03-12,Defective Product,Resellable,142.25,Pending,Store
RET-00000424,ITM-000005398,,2020-06-23,2020-07-01,,Opened,17.13,Pending,Courier
RET-00000425,ITM-000005402,CUS-005441,2022-04-25,2022-04-29,Changed Mind,Resellable,105.15,Processed,Store
RET-00000426,ITM-000005406,CUS-008885,2024-03-07,2024-03-15,Other,Defective,71.22,Pending,Courier
RET-00000427,ITM-000005425,CUS-003674,2025-06-29,2025-07-11,Changed Mind,Resellable,116.82,Processed,Courier
RET-00000428,ITM-000005428,CUS-010432,2026-03-07,2026-03-15,Not as Described,Resellable,147.57,Pending,Courier
RET-00000429,ITM-000005446,CUS-007149,2022-07-13,2022-07-15,Other,Defective,46.0,Pending,Courier
RET-00000430,ITM-000005447,CUS-003927,2023-03-17,2023-03-25,Changed Mind,Opened,27.67,Pending,Store
